bed,aimedat,average,,min 20 darts at double
d11,d11,96.55,,
d11,d11,96.55,,
d11,d11,96.55,,
d11,d11,96.55,,
d11,d11,96.55,,
d11,d11,96.55,,
d11,d11,96.55,,
d11,d11,96.55,,
d11,d11,96.55,,
d11,d11,96.55,,
d11,d11,96.55,,
d11,d11,96.55,,
d11,d11,96.55,,
d11,d11,96.55,,
d11,d11,96.55,,
d11,d11,96.55,,
d11,d11,96.55,,
d11,d11,96.55,,
d11,d11,96.55,,
d11,d11,96.55,,
d11,d11,96.55,,
d11,d11,96.55,,
d11,d11,96.55,,
d11,d11,96.55,,
d11,d11,96.55,,
m11,d11,96.55,,
m11,d11,96.55,,
m11,d11,96.55,,
m11,d11,96.55,,
m11,d11,96.55,,
d11,d11,94.76,,
d11,d11,94.76,,
d11,d11,94.76,,
d11,d11,94.76,,
d11,d11,94.76,,
d11,d11,94.76,,
d11,d11,94.76,,
d11,d11,94.76,,
d11,d11,94.76,,
d11,d11,94.76,,
d11,d11,94.76,,
d11,d11,94.76,,
d11,d11,94.76,,
d11,d11,94.76,,
d11,d11,94.76,,
d11,d11,94.76,,
d11,d11,94.76,,
d11,d11,94.76,,
d11,d11,94.76,,
d11,d11,94.76,,
o11,d11,94.76,,
o11,d11,94.76,,
o11,d11,94.76,,
o11,d11,94.76,,
o11,d11,94.76,,
m11,d11,94.76,,
m11,d11,94.76,,
m11,d11,94.76,,
m11,d11,94.76,,
m11,d11,94.76,,
d11,d11,95.59,,
d11,d11,95.59,,
d11,d11,95.59,,
d11,d11,95.59,,
d11,d11,95.59,,
d11,d11,95.59,,
d11,d11,95.59,,
d11,d11,95.59,,
d11,d11,95.59,,
d11,d11,95.59,,
d11,d11,95.59,,
d11,d11,95.59,,
d11,d11,95.59,,
d11,d11,95.59,,
d11,d11,95.59,,
d11,d11,95.59,,
d11,d11,95.59,,
d11,d11,95.59,,
d11,d11,95.59,,
d11,d11,95.59,,
d11,d11,95.59,,
d11,d11,95.59,,
d11,d11,95.59,,
d11,d11,95.59,,
d11,d11,95.59,,
d11,d11,95.59,,
d11,d11,95.59,,
d11,d11,95.59,,
d11,d11,95.59,,
d11,d11,95.59,,
d11,d11,95.59,,
d11,d11,95.59,,
d11,d11,95.59,,
d11,d11,95.59,,
d11,d11,95.59,,
d11,d11,95.59,,
d11,d11,95.59,,
d11,d11,95.59,,
d11,d11,95.59,,
d11,d11,95.59,,
d11,d11,95.59,,
d11,d11,95.59,,
d11,d11,95.59,,
d11,d11,95.59,,
d11,d11,95.59,,
d11,d11,95.59,,
d11,d11,95.59,,
d11,d11,95.59,,
d11,d11,95.59,,
d11,d11,95.59,,
d11,d11,95.59,,
d11,d11,95.59,,
d11,d11,95.59,,
d11,d11,95.59,,
d11,d11,95.59,,
d11,d11,95.59,,
d11,d11,95.59,,
o11,d11,95.59,,
o11,d11,95.59,,
o11,d11,95.59,,
o11,d11,95.59,,
o11,d11,95.59,,
o11,d11,95.59,,
o11,d11,95.59,,
o11,d11,95.59,,
o11,d11,95.59,,
o11,d11,95.59,,
o11,d11,95.59,,
o11,d11,95.59,,
o11,d11,95.59,,
o11,d11,95.59,,
o11,d11,95.59,,
m11,d11,95.59,,
m11,d11,95.59,,
m11,d11,95.59,,
m11,d11,95.59,,
m11,d11,95.59,,
m11,d11,95.59,,
m11,d11,95.59,,
m11,d11,95.59,,
m11,d11,95.59,,
m11,d11,95.59,,
m11,d11,95.59,,
m11,d11,95.59,,
m11,d11,95.59,,
m11,d11,95.59,,
m11,d11,95.59,,
d11,d11,91.64,,
d11,d11,91.64,,
d11,d11,91.64,,
d11,d11,91.64,,
d11,d11,91.64,,
d11,d11,91.64,,
d11,d11,91.64,,
d11,d11,91.64,,
d11,d11,91.64,,
d11,d11,91.64,,
d11,d11,91.64,,
d11,d11,91.64,,
d11,d11,91.64,,
d11,d11,91.64,,
d11,d11,91.64,,
d11,d11,91.64,,
o11,d11,91.64,,
o11,d11,91.64,,
m11,d11,91.64,,
m11,d11,91.64,,
m11,d11,91.64,,
m11,d11,91.64,,
m11,d11,91.64,,
m11,d11,91.64,,
m11,d11,91.64,,
m11,d11,91.64,,
m11,d11,91.64,,
d11,d11,95.32,,
d11,d11,95.32,,
d11,d11,95.32,,
d11,d11,95.32,,
d11,d11,95.32,,
d11,d11,95.32,,
d11,d11,95.32,,
d11,d11,95.32,,
d11,d11,95.32,,
d11,d11,95.32,,
d11,d11,95.32,,
d11,d11,95.32,,
o11,d11,95.32,,
o11,d11,95.32,,
o11,d11,95.32,,
o11,d11,95.32,,
o11,d11,95.32,,
m11,d11,95.32,,
m11,d11,95.32,,
m11,d11,95.32,,
m11,d11,95.32,,
d11,d11,94.42,,
d11,d11,94.42,,
d11,d11,94.42,,
d11,d11,94.42,,
d11,d11,94.42,,
d11,d11,94.42,,
d11,d11,94.42,,
d11,d11,94.42,,
d11,d11,94.42,,
d11,d11,94.42,,
d11,d11,94.42,,
d11,d11,94.42,,
d11,d11,94.42,,
d11,d11,94.42,,
d11,d11,94.42,,
d11,d11,94.42,,
d11,d11,94.42,,
d11,d11,94.42,,
d11,d11,94.42,,
d11,d11,94.42,,
d11,d11,94.42,,
m11,d11,94.42,,
m11,d11,94.42,,
m11,d11,94.42,,
m11,d11,94.42,,
m11,d11,94.42,,
m11,d11,94.42,,
m11,d11,94.42,,
m11,d11,94.42,,
m11,d11,94.42,,
m11,d11,94.42,,
m11,d11,94.42,,
m11,d11,94.42,,
m11,d11,94.42,,
m11,d11,94.42,,
m11,d11,94.42,,
m11,d11,94.42,,
m11,d11,94.42,,
m11,d11,94.42,,
d11,d11,98.58,,
d11,d11,98.58,,
d11,d11,98.58,,
d11,d11,98.58,,
d11,d11,98.58,,
d11,d11,98.58,,
d11,d11,98.58,,
d11,d11,98.58,,
d11,d11,98.58,,
d11,d11,98.58,,
d11,d11,98.58,,
d11,d11,98.58,,
d11,d11,98.58,,
d11,d11,98.58,,
d11,d11,98.58,,
d11,d11,98.58,,
o11,d11,98.58,,
o11,d11,98.58,,
o11,d11,98.58,,
o11,d11,98.58,,
o11,d11,98.58,,
m11,d11,98.58,,
m11,d11,98.58,,
m11,d11,98.58,,
m11,d11,98.58,,
m11,d11,98.58,,
m11,d11,98.58,,
m11,d11,98.58,,
m11,d11,98.58,,
m11,d11,98.58,,
m11,d11,98.58,,
d11,d11,96.11,,
d11,d11,96.11,,
d11,d11,96.11,,
d11,d11,96.11,,
d11,d11,96.11,,
d11,d11,96.11,,
d11,d11,96.11,,
d11,d11,96.11,,
d11,d11,96.11,,
d11,d11,96.11,,
d11,d11,96.11,,
d11,d11,96.11,,
d11,d11,96.11,,
d11,d11,96.11,,
d11,d11,96.11,,
d11,d11,96.11,,
d11,d11,96.11,,
d11,d11,96.11,,
d11,d11,96.11,,
d11,d11,96.11,,
d11,d11,96.11,,
d11,d11,96.11,,
d11,d11,96.11,,
d11,d11,96.11,,
d11,d11,96.11,,
d11,d11,96.11,,
d11,d11,96.11,,
d11,d11,96.11,,
d11,d11,96.11,,
d11,d11,96.11,,
d11,d11,96.11,,
d11,d11,96.11,,
d11,d11,96.11,,
d11,d11,96.11,,
d11,d11,96.11,,
d11,d11,96.11,,
o11,d11,96.11,,
o11,d11,96.11,,
o11,d11,96.11,,
o11,d11,96.11,,
o11,d11,96.11,,
o11,d11,96.11,,
o11,d11,96.11,,
o11,d11,96.11,,
o11,d11,96.11,,
o11,d11,96.11,,
m11,d11,96.11,,
m11,d11,96.11,,
m11,d11,96.11,,
m11,d11,96.11,,
m11,d11,96.11,,
m11,d11,96.11,,
m11,d11,96.11,,
m11,d11,96.11,,
m11,d11,96.11,,
m11,d11,96.11,,
m11,d11,96.11,,
m11,d11,96.11,,
m11,d11,96.11,,
m11,d11,96.11,,
m11,d11,96.11,,
m11,d11,96.11,,
m11,d11,96.11,,
m11,d11,96.11,,
m11,d11,96.11,,
m11,d11,96.11,,
m11,d11,96.11,,
m11,d11,96.11,,
m11,d11,96.11,,
m11,d11,96.11,,
m11,d11,96.11,,
d11,d11,100.26,,
d11,d11,100.26,,
d11,d11,100.26,,
d11,d11,100.26,,
d11,d11,100.26,,
d11,d11,100.26,,
d11,d11,100.26,,
d11,d11,100.26,,
d11,d11,100.26,,
d11,d11,100.26,,
d11,d11,100.26,,
d11,d11,100.26,,
d11,d11,100.26,,
d11,d11,100.26,,
d11,d11,100.26,,
d11,d11,100.26,,
d11,d11,100.26,,
d11,d11,100.26,,
d11,d11,100.26,,
d11,d11,100.26,,
o11,d11,100.26,,
o11,d11,100.26,,
o11,d11,100.26,,
o11,d11,100.26,,
o11,d11,100.26,,
o11,d11,100.26,,
o11,d11,100.26,,
o11,d11,100.26,,
o11,d11,100.26,,
o11,d11,100.26,,
m11,d11,100.26,,
m11,d11,100.26,,
m11,d11,100.26,,
m11,d11,100.26,,
m11,d11,100.26,,
m11,d11,100.26,,
m11,d11,100.26,,
m11,d11,100.26,,
m11,d11,100.26,,
m11,d11,100.26,,
d11,d11,97.18,,
d11,d11,97.18,,
d11,d11,97.18,,
d11,d11,97.18,,
d11,d11,97.18,,
d11,d11,97.18,,
d11,d11,97.18,,
d11,d11,97.18,,
d11,d11,97.18,,
d11,d11,97.18,,
d11,d11,97.18,,
o11,d11,97.18,,
o11,d11,97.18,,
o11,d11,97.18,,
o11,d11,97.18,,
o11,d11,97.18,,
m11,d11,97.18,,
m11,d11,97.18,,
m11,d11,97.18,,
m11,d11,97.18,,
m11,d11,97.18,,
m11,d11,97.18,,
d11,d11,94.2,,
d11,d11,94.2,,
d11,d11,94.2,,
d11,d11,94.2,,
d11,d11,94.2,,
d11,d11,94.2,,
d11,d11,94.2,,
d11,d11,94.2,,
d11,d11,94.2,,
d11,d11,94.2,,
d11,d11,94.2,,
d11,d11,94.2,,
d11,d11,94.2,,
d11,d11,94.2,,
d11,d11,94.2,,
d11,d11,94.2,,
d11,d11,94.2,,
d11,d11,94.2,,
d11,d11,94.2,,
d11,d11,94.2,,
o11,d11,94.2,,
o11,d11,94.2,,
o11,d11,94.2,,
o11,d11,94.2,,
o11,d11,94.2,,
m11,d11,94.2,,
m11,d11,94.2,,
m11,d11,94.2,,
m11,d11,94.2,,
m11,d11,94.2,,
m11,d11,94.2,,
m11,d11,94.2,,
m11,d11,94.2,,
m11,d11,94.2,,
m11,d11,94.2,,
m11,d11,94.2,,
m11,d11,94.2,,
d14,d11,94.2,,
o8,d11,94.2,,
o14,d11,94.2,,
o14,d11,94.2,,
o14,d11,94.2,,
d11,d11,97.27,,
d11,d11,97.27,,
d11,d11,97.27,,
d11,d11,97.27,,
d11,d11,97.27,,
d11,d11,97.27,,
d11,d11,97.27,,
d11,d11,97.27,,
d11,d11,97.27,,
d11,d11,97.27,,
d11,d11,97.27,,
d11,d11,97.27,,
d11,d11,97.27,,
d11,d11,97.27,,
d11,d11,97.27,,
d11,d11,97.27,,
d11,d11,97.27,,
d11,d11,97.27,,
d11,d11,97.27,,
d11,d11,97.27,,
d11,d11,97.27,,
d11,d11,97.27,,
d11,d11,97.27,,
d11,d11,97.27,,
d11,d11,97.27,,
d11,d11,97.27,,
d11,d11,97.27,,
d11,d11,97.27,,
d11,d11,97.27,,
d11,d11,97.27,,
o11,d11,97.27,,
o11,d11,97.27,,
o11,d11,97.27,,
o11,d11,97.27,,
o11,d11,97.27,,
o11,d11,97.27,,
o11,d11,97.27,,
o11,d11,97.27,,
o11,d11,97.27,,
o11,d11,97.27,,
o11,d11,97.27,,
o11,d11,97.27,,
o11,d11,97.27,,
o11,d11,97.27,,
o11,d11,97.27,,
o11,d11,97.27,,
o11,d11,97.27,,
o11,d11,97.27,,
o11,d11,97.27,,
o11,d11,97.27,,
m11,d11,97.27,,
m11,d11,97.27,,
m11,d11,97.27,,
m11,d11,97.27,,
m11,d11,97.27,,
m11,d11,97.27,,
m11,d11,97.27,,
m11,d11,97.27,,
m11,d11,97.27,,
m11,d11,97.27,,
d14,d11,97.27,,
o14,d11,97.27,,
o14,d11,97.27,,
o8,d11,97.27,,
d14,d11,97.27,,
d11,d11,98.64,,
d11,d11,98.64,,
d11,d11,98.64,,
d11,d11,98.64,,
d11,d11,98.64,,
d11,d11,98.64,,
d11,d11,98.64,,
d11,d11,98.64,,
d11,d11,98.64,,
d11,d11,98.64,,
d11,d11,98.64,,
d11,d11,98.64,,
d11,d11,98.64,,
d11,d11,98.64,,
d11,d11,98.64,,
d11,d11,98.64,,
d11,d11,98.64,,
d11,d11,98.64,,
d11,d11,98.64,,
d11,d11,98.64,,
d11,d11,98.64,,
d11,d11,98.64,,
d11,d11,98.64,,
d11,d11,98.64,,
d11,d11,98.64,,
d11,d11,98.64,,
d11,d11,98.64,,
d11,d11,98.64,,
d11,d11,98.64,,
d11,d11,98.64,,
d11,d11,98.64,,
d11,d11,98.64,,
d11,d11,98.64,,
d11,d11,98.64,,
o11,d11,98.64,,
o11,d11,98.64,,
o11,d11,98.64,,
o11,d11,98.64,,
o11,d11,98.64,,
o11,d11,98.64,,
o11,d11,98.64,,
o11,d11,98.64,,
o11,d11,98.64,,
o11,d11,98.64,,
o11,d11,98.64,,
o11,d11,98.64,,
o11,d11,98.64,,
o11,d11,98.64,,
o11,d11,98.64,,
