bed,aimedat,average,,min 100 darts at double
d8,d8,91.09,,
d8,d8,91.09,,
d8,d8,91.09,,
d8,d8,91.09,,
d8,d8,91.09,,
d8,d8,91.09,,
d8,d8,91.09,,
d8,d8,91.09,,
d8,d8,91.09,,
d8,d8,91.09,,
d8,d8,91.09,,
d8,d8,91.09,,
d8,d8,91.09,,
d8,d8,91.09,,
d8,d8,91.09,,
d8,d8,91.09,,
d8,d8,91.09,,
d8,d8,91.09,,
d8,d8,91.09,,
d8,d8,91.09,,
d8,d8,91.09,,
d8,d8,91.09,,
d8,d8,91.09,,
d8,d8,91.09,,
d8,d8,91.09,,
d8,d8,91.09,,
d8,d8,91.09,,
d8,d8,91.09,,
d8,d8,91.09,,
d8,d8,91.09,,
d8,d8,91.09,,
d8,d8,91.09,,
d8,d8,91.09,,
d8,d8,91.09,,
d8,d8,91.09,,
d8,d8,91.09,,
d8,d8,91.09,,
d8,d8,91.09,,
d8,d8,91.09,,
d8,d8,91.09,,
d8,d8,91.09,,
d8,d8,91.09,,
d8,d8,91.09,,
d8,d8,91.09,,
d8,d8,91.09,,
d8,d8,91.09,,
d8,d8,91.09,,
d8,d8,91.09,,
d8,d8,91.09,,
d8,d8,91.09,,
d8,d8,91.09,,
d8,d8,91.09,,
d8,d8,91.09,,
d8,d8,91.09,,
d8,d8,91.09,,
d8,d8,91.09,,
d8,d8,91.09,,
d8,d8,91.09,,
d8,d8,91.09,,
d8,d8,91.09,,
d8,d8,91.09,,
d8,d8,91.09,,
d8,d8,91.09,,
d8,d8,91.09,,
d8,d8,91.09,,
d8,d8,91.09,,
d8,d8,91.09,,
d8,d8,91.09,,
d8,d8,91.09,,
d8,d8,91.09,,
d8,d8,91.09,,
d8,d8,91.09,,
d8,d8,91.09,,
d8,d8,91.09,,
d8,d8,91.09,,
d8,d8,91.09,,
d8,d8,91.09,,
d8,d8,91.09,,
d8,d8,91.09,,
d8,d8,91.09,,
d8,d8,91.09,,
d8,d8,91.09,,
d8,d8,91.09,,
d8,d8,91.09,,
d8,d8,91.09,,
d8,d8,91.09,,
d8,d8,91.09,,
d8,d8,91.09,,
d8,d8,91.09,,
d8,d8,91.09,,
d8,d8,91.09,,
d8,d8,91.09,,
d8,d8,91.09,,
d8,d8,91.09,,
d8,d8,91.09,,
d8,d8,91.09,,
d8,d8,91.09,,
d8,d8,91.09,,
d8,d8,91.09,,
d8,d8,91.09,,
d8,d8,91.09,,
d8,d8,91.09,,
d8,d8,91.09,,
d8,d8,91.09,,
d8,d8,91.09,,
d8,d8,91.09,,
d8,d8,91.09,,
d8,d8,91.09,,
d8,d8,91.09,,
d8,d8,91.09,,
d8,d8,91.09,,
o8,d8,91.09,,
o8,d8,91.09,,
o8,d8,91.09,,
o8,d8,91.09,,
o8,d8,91.09,,
o8,d8,91.09,,
o8,d8,91.09,,
o8,d8,91.09,,
o8,d8,91.09,,
o8,d8,91.09,,
o8,d8,91.09,,
o8,d8,91.09,,
o8,d8,91.09,,
o8,d8,91.09,,
o8,d8,91.09,,
o8,d8,91.09,,
m8,d8,91.09,,
m8,d8,91.09,,
m8,d8,91.09,,
m8,d8,91.09,,
m8,d8,91.09,,
m8,d8,91.09,,
m8,d8,91.09,,
m8,d8,91.09,,
m8,d8,91.09,,
m8,d8,91.09,,
m8,d8,91.09,,
m8,d8,91.09,,
m8,d8,91.09,,
m8,d8,91.09,,
