bed,aimedat,average,,,min 50 darts at double
o6,d6,98.64,,,
o6,d6,98.64,,,
o6,d6,98.64,,,
o6,d6,98.64,,,
o6,d6,98.64,,,
o6,d6,98.64,,,
o6,d6,98.64,,,
o6,d6,98.64,,,
o6,d6,98.64,,,
o6,d6,98.64,,,
o6,d6,98.64,,,
o6,d6,98.64,,,
o6,d6,98.64,,,
o6,d6,98.64,,,
o6,d6,98.64,,,
o6,d6,98.64,,,
o6,d6,98.64,,,
o6,d6,98.64,,,
o6,d6,98.64,,,
o6,d6,98.64,,,
o6,d6,98.64,,,
o6,d6,98.64,,,
o6,d6,98.64,,,
o6,d6,98.64,,,
o6,d6,98.64,,,
o6,d6,98.64,,,
o6,d6,98.64,,,
o6,d6,98.64,,,
o6,d6,98.64,,,
o6,d6,98.64,,,
o6,d6,98.64,,,
o6,d6,98.64,,,
o6,d6,98.64,,,
o6,d6,98.64,,,
o6,d6,98.64,,,
o6,d6,98.64,,,
m6,d6,98.64,,,
m6,d6,98.64,,,
m6,d6,98.64,,,
m6,d6,98.64,,,
m6,d6,98.64,,,
m6,d6,98.64,,,
m6,d6,98.64,,,
m6,d6,98.64,,,
m6,d6,98.64,,,
m6,d6,98.64,,,
m6,d6,98.64,,,
m6,d6,98.64,,,
m6,d6,98.64,,,
m6,d6,98.64,,,
m6,d6,98.64,,,
m6,d6,98.64,,,
m6,d6,98.64,,,
m6,d6,98.64,,,
m6,d6,98.64,,,
m6,d6,98.64,,,
m6,d6,98.64,,,
m6,d6,98.64,,,
m6,d6,98.64,,,
m6,d6,98.64,,,
m6,d6,98.64,,,
m6,d6,98.64,,,
m6,d6,98.64,,,
m6,d6,98.64,,,
m6,d6,98.64,,,
m6,d6,98.64,,,
m6,d6,98.64,,,
m6,d6,98.64,,,
m6,d6,98.64,,,
m6,d6,98.64,,,
m6,d6,98.64,,,
m6,d6,98.64,,,
m6,d6,98.64,,,
m6,d6,98.64,,,
m6,d6,98.64,,,
m6,d6,98.64,,,
m6,d6,98.64,,,
m6,d6,98.64,,,
m6,d6,98.64,,,
m6,d6,98.64,,,
m6,d6,98.64,,,
m6,d6,98.64,,,
m6,d6,98.64,,,
m6,d6,98.64,,,
m6,d6,98.64,,,
m6,d6,98.64,,,
m6,d6,98.64,,,
m6,d6,98.64,,,
m6,d6,98.64,,,
m6,d6,98.64,,,
m6,d6,98.64,,,
m6,d6,98.64,,,
m6,d6,98.64,,,
m6,d6,98.64,,,
m6,d6,98.64,,,
m6,d6,98.64,,,
m6,d6,98.64,,,
m6,d6,98.64,,,
m6,d6,98.64,,,
m6,d6,98.64,,,
m6,d6,98.64,,,
m6,d6,98.64,,,
m6,d6,98.64,,,
m6,d6,98.64,,,
m6,d6,98.64,,,
m6,d6,98.64,,,
m6,d6,98.64,,,
m6,d6,98.64,,,
m6,d6,98.64,,,
m6,d6,98.64,,,
m6,d6,98.64,,,
m6,d6,98.64,,,
m6,d6,98.64,,,
m6,d6,98.64,,,
m6,d6,98.64,,,
m6,d6,98.64,,,
m6,d6,98.64,,,
m6,d6,98.64,,,
m6,d6,98.64,,,
m6,d6,98.64,,,
d6,d6,93.28,,,
d6,d6,93.28,,,
d6,d6,93.28,,,
d6,d6,93.28,,,
d6,d6,93.28,,,
d6,d6,93.28,,,
d6,d6,93.28,,,
d6,d6,93.28,,,
d6,d6,93.28,,,
d6,d6,93.28,,,
d6,d6,93.28,,,
d6,d6,93.28,,,
d6,d6,93.28,,,
d6,d6,93.28,,,
d6,d6,93.28,,,
d6,d6,93.28,,,
d6,d6,93.28,,,
d6,d6,93.28,,,
d6,d6,93.28,,,
d6,d6,93.28,,,
d6,d6,93.28,,,
d6,d6,93.28,,,
d6,d6,93.28,,,
d6,d6,93.28,,,
d6,d6,93.28,,,
d6,d6,93.28,,,
d6,d6,93.28,,,
d6,d6,93.28,,,
d6,d6,93.28,,,
d6,d6,93.28,,,
d6,d6,93.28,,,
d6,d6,93.28,,,
d6,d6,93.28,,,
d6,d6,93.28,,,
d6,d6,93.28,,,
d6,d6,93.28,,,
d6,d6,93.28,,,
d6,d6,93.28,,,
d6,d6,93.28,,,
d6,d6,93.28,,,
d6,d6,93.28,,,
d6,d6,93.28,,,
o6,d6,93.28,,,
o6,d6,93.28,,,
o6,d6,93.28,,,
o6,d6,93.28,,,
o6,d6,93.28,,,
o6,d6,93.28,,,
o6,d6,93.28,,,
o6,d6,93.28,,,
o6,d6,93.28,,,
o6,d6,93.28,,,
o6,d6,93.28,,,
o6,d6,93.28,,,
o6,d6,93.28,,,
o6,d6,93.28,,,
o6,d6,93.28,,,
o6,d6,93.28,,,
o6,d6,93.28,,,
o6,d6,93.28,,,
o6,d6,93.28,,,
o6,d6,93.28,,,
o6,d6,93.28,,,
o6,d6,93.28,,,
o6,d6,93.28,,,
o6,d6,93.28,,,
o6,d6,93.28,,,
o6,d6,93.28,,,
o6,d6,93.28,,,
m6,d6,93.28,,,
m6,d6,93.28,,,
m6,d6,93.28,,,
m6,d6,93.28,,,
m6,d6,93.28,,,
m6,d6,93.28,,,
m6,d6,93.28,,,
m6,d6,93.28,,,
m6,d6,93.28,,,
m6,d6,93.28,,,
m6,d6,93.28,,,
m6,d6,93.28,,,
m6,d6,93.28,,,
m6,d6,93.28,,,
m6,d6,93.28,,,
m6,d6,93.28,,,
m6,d6,93.28,,,
m6,d6,93.28,,,
m6,d6,93.28,,,
m6,d6,93.28,,,
m6,d6,93.28,,,
m6,d6,93.28,,,
m6,d6,93.28,,,
m6,d6,93.28,,,
m6,d6,93.28,,,
m6,d6,93.28,,,
d6,d6,95.69,,,
d6,d6,95.69,,,
d6,d6,95.69,,,
d6,d6,95.69,,,
d6,d6,95.69,,,
d6,d6,95.69,,,
d6,d6,95.69,,,
d6,d6,95.69,,,
d6,d6,95.69,,,
d6,d6,95.69,,,
d6,d6,95.69,,,
d6,d6,95.69,,,
d6,d6,95.69,,,
d6,d6,95.69,,,
d6,d6,95.69,,,
d6,d6,95.69,,,
d6,d6,95.69,,,
d6,d6,95.69,,,
d6,d6,95.69,,,
d6,d6,95.69,,,
d6,d6,95.69,,,
d6,d6,95.69,,,
d6,d6,95.69,,,
d6,d6,95.69,,,
d6,d6,95.69,,,
d6,d6,95.69,,,
d6,d6,95.69,,,
d6,d6,95.69,,,
d6,d6,95.69,,,
d6,d6,95.69,,,
d6,d6,95.69,,,
d6,d6,95.69,,,
d6,d6,95.69,,,
d6,d6,95.69,,,
d6,d6,95.69,,,
d6,d6,95.69,,,
d6,d6,95.69,,,
d6,d6,95.69,,,
d6,d6,95.69,,,
d6,d6,95.69,,,
d6,d6,95.69,,,
d6,d6,95.69,,,
d6,d6,95.69,,,
d6,d6,95.69,,,
d6,d6,95.69,,,
d6,d6,95.69,,,
d6,d6,95.69,,,
d6,d6,95.69,,,
d6,d6,95.69,,,
d6,d6,95.69,,,
d6,d6,95.69,,,
d6,d6,95.69,,,
d6,d6,95.69,,,
d6,d6,95.69,,,
d6,d6,95.69,,,
d6,d6,95.69,,,
d6,d6,95.69,,,
d6,d6,95.69,,,
d6,d6,95.69,,,
d6,d6,95.69,,,
d6,d6,95.69,,,
d6,d6,95.69,,,
d6,d6,95.69,,,
d6,d6,95.69,,,
d6,d6,95.69,,,
d6,d6,95.69,,,
d6,d6,95.69,,,
d6,d6,95.69,,,
d6,d6,95.69,,,
d6,d6,95.69,,,
d6,d6,95.69,,,
d6,d6,95.69,,,
d6,d6,95.69,,,
d6,d6,95.69,,,
d6,d6,95.69,,,
d6,d6,95.69,,,
d6,d6,95.69,,,
d6,d6,95.69,,,
d6,d6,95.69,,,
d6,d6,95.69,,,
d6,d6,95.69,,,
d6,d6,95.69,,,
d6,d6,95.69,,,
d6,d6,95.69,,,
d6,d6,95.69,,,
d6,d6,95.69,,,
d6,d6,95.69,,,
o6,d6,95.69,,,
o6,d6,95.69,,,
o6,d6,95.69,,,
o6,d6,95.69,,,
o6,d6,95.69,,,
o6,d6,95.69,,,
o6,d6,95.69,,,
o6,d6,95.69,,,
o6,d6,95.69,,,
o6,d6,95.69,,,
o6,d6,95.69,,,
o6,d6,95.69,,,
o6,d6,95.69,,,
o6,d6,95.69,,,
o6,d6,95.69,,,
o6,d6,95.69,,,
o6,d6,95.69,,,
o6,d6,95.69,,,
o6,d6,95.69,,,
o6,d6,95.69,,,
o6,d6,95.69,,,
o6,d6,95.69,,,
o6,d6,95.69,,,
o6,d6,95.69,,,
o6,d6,95.69,,,
o6,d6,95.69,,,
o6,d6,95.69,,,
o6,d6,95.69,,,
o6,d6,95.69,,,
o6,d6,95.69,,,
o6,d6,95.69,,,
o6,d6,95.69,,,
o6,d6,95.69,,,
o6,d6,95.69,,,
o6,d6,95.69,,,
o6,d6,95.69,,,
o6,d6,95.69,,,
o6,d6,95.69,,,
o6,d6,95.69,,,
o6,d6,95.69,,,
o6,d6,95.69,,,
o6,d6,95.69,,,
o6,d6,95.69,,,
o6,d6,95.69,,,
o6,d6,95.69,,,
o6,d6,95.69,,,
o6,d6,95.69,,,
o6,d6,95.69,,,
o6,d6,95.69,,,
o6,d6,95.69,,,
o6,d6,95.69,,,
o6,d6,95.69,,,
o6,d6,95.69,,,
o6,d6,95.69,,,
o6,d6,95.69,,,
o6,d6,95.69,,,
o6,d6,95.69,,,
o6,d6,95.69,,,
o6,d6,95.69,,,
o6,d6,95.69,,,
o6,d6,95.69,,,
o6,d6,95.69,,,
o6,d6,95.69,,,
o6,d6,95.69,,,
o6,d6,95.69,,,
o6,d6,95.69,,,
m6,d6,95.69,,,
m6,d6,95.69,,,
m6,d6,95.69,,,
m6,d6,95.69,,,
m6,d6,95.69,,,
m6,d6,95.69,,,
m6,d6,95.69,,,
m6,d6,95.69,,,
m6,d6,95.69,,,
m6,d6,95.69,,,
m6,d6,95.69,,,
m6,d6,95.69,,,
m6,d6,95.69,,,
m6,d6,95.69,,,
m6,d6,95.69,,,
m6,d6,95.69,,,
m6,d6,95.69,,,
m6,d6,95.69,,,
m6,d6,95.69,,,
m6,d6,95.69,,,
m6,d6,95.69,,,
m6,d6,95.69,,,
m6,d6,95.69,,,
m6,d6,95.69,,,
m6,d6,95.69,,,
m6,d6,95.69,,,
m6,d6,95.69,,,
m6,d6,95.69,,,
m6,d6,95.69,,,
m6,d6,95.69,,,
m6,d6,95.69,,,
m6,d6,95.69,,,
m6,d6,95.69,,,
m6,d6,95.69,,,
m6,d6,95.69,,,
m6,d6,95.69,,,
m6,d6,95.69,,,
m6,d6,95.69,,,
m6,d6,95.69,,,
m6,d6,95.69,,,
o10,d6,95.69,,,
o13,d6,95.69,,,
o13,d6,95.69,,,
d13,d6,95.69,,,
d13,d6,95.69,,,
d6,d6,94.76,,,
d6,d6,94.76,,,
d6,d6,94.76,,,
d6,d6,94.76,,,
d6,d6,94.76,,,
d6,d6,94.76,,,
d6,d6,94.76,,,
d6,d6,94.76,,,
d6,d6,94.76,,,
d6,d6,94.76,,,
d6,d6,94.76,,,
d6,d6,94.76,,,
d6,d6,94.76,,,
d6,d6,94.76,,,
d6,d6,94.76,,,
d6,d6,94.76,,,
d6,d6,94.76,,,
d6,d6,94.76,,,
d6,d6,94.76,,,
d6,d6,94.76,,,
d6,d6,94.76,,,
d6,d6,94.76,,,
d6,d6,94.76,,,
d6,d6,94.76,,,
d6,d6,94.76,,,
d6,d6,94.76,,,
d6,d6,94.76,,,
d6,d6,94.76,,,
d6,d6,94.76,,,
d6,d6,94.76,,,
d6,d6,94.76,,,
d6,d6,94.76,,,
d6,d6,94.76,,,
d6,d6,94.76,,,
d6,d6,94.76,,,
d6,d6,94.76,,,
d6,d6,94.76,,,
d6,d6,94.76,,,
d6,d6,94.76,,,
d6,d6,94.76,,,
d6,d6,94.76,,,
d6,d6,94.76,,,
d6,d6,94.76,,,
d6,d6,94.76,,,
d6,d6,94.76,,,
d6,d6,94.76,,,
d6,d6,94.76,,,
d6,d6,94.76,,,
d6,d6,94.76,,,
d6,d6,94.76,,,
d6,d6,94.76,,,
d6,d6,94.76,,,
d6,d6,94.76,,,
d6,d6,94.76,,,
d6,d6,94.76,,,
d6,d6,94.76,,,
o6,d6,94.76,,,
o6,d6,94.76,,,
o6,d6,94.76,,,
o6,d6,94.76,,,
o6,d6,94.76,,,
o6,d6,94.76,,,
o6,d6,94.76,,,
o6,d6,94.76,,,
o6,d6,94.76,,,
o6,d6,94.76,,,
o6,d6,94.76,,,
o6,d6,94.76,,,
o6,d6,94.76,,,
o6,d6,94.76,,,
o6,d6,94.76,,,
o6,d6,94.76,,,
o6,d6,94.76,,,
o6,d6,94.76,,,
o6,d6,94.76,,,
o6,d6,94.76,,,
m6,d6,94.76,,,
m6,d6,94.76,,,
m6,d6,94.76,,,
m6,d6,94.76,,,
m6,d6,94.76,,,
m6,d6,94.76,,,
m6,d6,94.76,,,
m6,d6,94.76,,,
m6,d6,94.76,,,
m6,d6,94.76,,,
m6,d6,94.76,,,
m6,d6,94.76,,,
m6,d6,94.76,,,
m6,d6,94.76,,,
m6,d6,94.76,,,
m6,d6,94.76,,,
m6,d6,94.76,,,
m6,d6,94.76,,,
m6,d6,94.76,,,
m6,d6,94.76,,,
m6,d6,94.76,,,
m6,d6,94.76,,,
m6,d6,94.76,,,
m6,d6,94.76,,,
m6,d6,94.76,,,
m6,d6,94.76,,,
m6,d6,94.76,,,
m6,d6,94.76,,,
m6,d6,94.76,,,
m6,d6,94.76,,,
m6,d6,94.76,,,
m6,d6,94.76,,,
m6,d6,94.76,,,
m6,d6,94.76,,,
m6,d6,94.76,,,
m6,d6,94.76,,,
m6,d6,94.76,,,
m6,d6,94.76,,,
m6,d6,94.76,,,
m6,d6,94.76,,,
m6,d6,94.76,,,
m6,d6,94.76,,,
m6,d6,94.76,,,
m6,d6,94.76,,,
m6,d6,94.76,,,
m6,d6,94.76,,,
m6,d6,94.76,,,
m6,d6,94.76,,,
m6,d6,94.76,,,
m6,d6,94.76,,,
m6,d6,94.76,,,
m6,d6,94.76,,,
d6,d6,92.82,,,
d6,d6,92.82,,,
d6,d6,92.82,,,
d6,d6,92.82,,,
d6,d6,92.82,,,
d6,d6,92.82,,,
d6,d6,92.82,,,
d6,d6,92.82,,,
d6,d6,92.82,,,
d6,d6,92.82,,,
d6,d6,92.82,,,
d6,d6,92.82,,,
d6,d6,92.82,,,
d6,d6,92.82,,,
d6,d6,92.82,,,
d6,d6,92.82,,,
d6,d6,92.82,,,
d6,d6,92.82,,,
d6,d6,92.82,,,
d6,d6,92.82,,,
d6,d6,92.82,,,
d6,d6,92.82,,,
d6,d6,92.82,,,
d6,d6,92.82,,,
d6,d6,92.82,,,
d6,d6,92.82,,,
d6,d6,92.82,,,
d6,d6,92.82,,,
d6,d6,92.82,,,
d6,d6,92.82,,,
d6,d6,92.82,,,
d6,d6,92.82,,,
d6,d6,92.82,,,
d6,d6,92.82,,,
d6,d6,92.82,,,
d6,d6,92.82,,,
d6,d6,92.82,,,
d6,d6,92.82,,,
d6,d6,92.82,,,
d6,d6,92.82,,,
d6,d6,92.82,,,
d6,d6,92.82,,,
d6,d6,92.82,,,
d6,d6,92.82,,,
o6,d6,92.82,,,
o6,d6,92.82,,,
o6,d6,92.82,,,
o6,d6,92.82,,,
o6,d6,92.82,,,
o6,d6,92.82,,,
o6,d6,92.82,,,
o6,d6,92.82,,,
o6,d6,92.82,,,
o6,d6,92.82,,,
o6,d6,92.82,,,
o6,d6,92.82,,,
o6,d6,92.82,,,
o6,d6,92.82,,,
o6,d6,92.82,,,
o6,d6,92.82,,,
o6,d6,92.82,,,
o6,d6,92.82,,,
o6,d6,92.82,,,
o6,d6,92.82,,,
o6,d6,92.82,,,
o6,d6,92.82,,,
o6,d6,92.82,,,
o6,d6,92.82,,,
o6,d6,92.82,,,
o6,d6,92.82,,,
o6,d6,92.82,,,
m6,d6,92.82,,,
m6,d6,92.82,,,
m6,d6,92.82,,,
m6,d6,92.82,,,
m6,d6,92.82,,,
m6,d6,92.82,,,
m6,d6,92.82,,,
m6,d6,92.82,,,
m6,d6,92.82,,,
m6,d6,92.82,,,
m6,d6,92.82,,,
m6,d6,92.82,,,
m6,d6,92.82,,,
m6,d6,92.82,,,
m6,d6,92.82,,,
m6,d6,92.82,,,
m6,d6,92.82,,,
m6,d6,92.82,,,
m6,d6,92.82,,,
m6,d6,92.82,,,
m6,d6,92.82,,,
m6,d6,92.82,,,
m6,d6,92.82,,,
m6,d6,92.82,,,
m6,d6,92.82,,,
m6,d6,92.82,,,
m6,d6,92.82,,,
m6,d6,92.82,,,
m6,d6,92.82,,,
d13,d6,92.82,,,
o13,d6,92.82,,,
d10,d6,92.82,,,
o13,d6,92.82,,,
o10,d6,92.82,,,
o10,d6,92.82,,,
d6,d6,95.7,,,
d6,d6,95.7,,,
d6,d6,95.7,,,
d6,d6,95.7,,,
d6,d6,95.7,,,
d6,d6,95.7,,,
d6,d6,95.7,,,
d6,d6,95.7,,,
d6,d6,95.7,,,
d6,d6,95.7,,,
d6,d6,95.7,,,
d6,d6,95.7,,,
d6,d6,95.7,,,
d6,d6,95.7,,,
d6,d6,95.7,,,
d6,d6,95.7,,,
d6,d6,95.7,,,
d6,d6,95.7,,,
d6,d6,95.7,,,
d6,d6,95.7,,,
d6,d6,95.7,,,
d6,d6,95.7,,,
d6,d6,95.7,,,
d6,d6,95.7,,,
d6,d6,95.7,,,
d6,d6,95.7,,,
d6,d6,95.7,,,
d6,d6,95.7,,,
d6,d6,95.7,,,
d6,d6,95.7,,,
d6,d6,95.7,,,
d6,d6,95.7,,,
d6,d6,95.7,,,
d6,d6,95.7,,,
d6,d6,95.7,,,
d6,d6,95.7,,,
d6,d6,95.7,,,
d6,d6,95.7,,,
d6,d6,95.7,,,
d6,d6,95.7,,,
d6,d6,95.7,,,
d6,d6,95.7,,,
d6,d6,95.7,,,
d6,d6,95.7,,,
d6,d6,95.7,,,
d6,d6,95.7,,,
d6,d6,95.7,,,
d6,d6,95.7,,,
d6,d6,95.7,,,
d6,d6,95.7,,,
d6,d6,95.7,,,
d6,d6,95.7,,,
d6,d6,95.7,,,
d6,d6,95.7,,,
d6,d6,95.7,,,
d6,d6,95.7,,,
d6,d6,95.7,,,
d6,d6,95.7,,,
d6,d6,95.7,,,
d6,d6,95.7,,,
d6,d6,95.7,,,
d6,d6,95.7,,,
d6,d6,95.7,,,
d6,d6,95.7,,,
d6,d6,95.7,,,
d6,d6,95.7,,,
d6,d6,95.7,,,
d6,d6,95.7,,,
d6,d6,95.7,,,
d6,d6,95.7,,,
d6,d6,95.7,,,
d6,d6,95.7,,,
d6,d6,95.7,,,
d6,d6,95.7,,,
d6,d6,95.7,,,
d6,d6,95.7,,,
d6,d6,95.7,,,
d6,d6,95.7,,,
d6,d6,95.7,,,
d6,d6,95.7,,,
d6,d6,95.7,,,
d6,d6,95.7,,,
d6,d6,95.7,,,
d6,d6,95.7,,,
d6,d6,95.7,,,
d6,d6,95.7,,,
d6,d6,95.7,,,
d6,d6,95.7,,,
d6,d6,95.7,,,
d6,d6,95.7,,,
d6,d6,95.7,,,
d6,d6,95.7,,,
d6,d6,95.7,,,
d6,d6,95.7,,,
d6,d6,95.7,,,
d6,d6,95.7,,,
d6,d6,95.7,,,
d6,d6,95.7,,,
d6,d6,95.7,,,
d6,d6,95.7,,,
d6,d6,95.7,,,
d6,d6,95.7,,,
d6,d6,95.7,,,
d6,d6,95.7,,,
d6,d6,95.7,,,
d6,d6,95.7,,,
d6,d6,95.7,,,
d6,d6,95.7,,,
d6,d6,95.7,,,
d6,d6,95.7,,,
d6,d6,95.7,,,
o6,d6,95.7,,,
o6,d6,95.7,,,
o6,d6,95.7,,,
o6,d6,95.7,,,
o6,d6,95.7,,,
o6,d6,95.7,,,
o6,d6,95.7,,,
o6,d6,95.7,,,
o6,d6,95.7,,,
o6,d6,95.7,,,
o6,d6,95.7,,,
o6,d6,95.7,,,
o6,d6,95.7,,,
o6,d6,95.7,,,
o6,d6,95.7,,,
o6,d6,95.7,,,
o6,d6,95.7,,,
o6,d6,95.7,,,
o6,d6,95.7,,,
o6,d6,95.7,,,
o6,d6,95.7,,,
o6,d6,95.7,,,
o6,d6,95.7,,,
o6,d6,95.7,,,
o6,d6,95.7,,,
o6,d6,95.7,,,
o6,d6,95.7,,,
o6,d6,95.7,,,
o6,d6,95.7,,,
o6,d6,95.7,,,
o6,d6,95.7,,,
o6,d6,95.7,,,
o6,d6,95.7,,,
o6,d6,95.7,,,
o6,d6,95.7,,,
o6,d6,95.7,,,
o6,d6,95.7,,,
o6,d6,95.7,,,
o6,d6,95.7,,,
o6,d6,95.7,,,
o6,d6,95.7,,,
o6,d6,95.7,,,
o6,d6,95.7,,,
o6,d6,95.7,,,
o6,d6,95.7,,,
o6,d6,95.7,,,
o6,d6,95.7,,,
o6,d6,95.7,,,
o6,d6,95.7,,,
o6,d6,95.7,,,
m6,d6,95.7,,,
m6,d6,95.7,,,
m6,d6,95.7,,,
m6,d6,95.7,,,
m6,d6,95.7,,,
m6,d6,95.7,,,
m6,d6,95.7,,,
m6,d6,95.7,,,
m6,d6,95.7,,,
m6,d6,95.7,,,
m6,d6,95.7,,,
m6,d6,95.7,,,
m6,d6,95.7,,,
m6,d6,95.7,,,
m6,d6,95.7,,,
m6,d6,95.7,,,
m6,d6,95.7,,,
m6,d6,95.7,,,
m6,d6,95.7,,,
m6,d6,95.7,,,
m6,d6,95.7,,,
m6,d6,95.7,,,
m6,d6,95.7,,,
m6,d6,95.7,,,
m6,d6,95.7,,,
m6,d6,95.7,,,
m6,d6,95.7,,,
m6,d6,95.7,,,
m6,d6,95.7,,,
m6,d6,95.7,,,
m6,d6,95.7,,,
m6,d6,95.7,,,
m6,d6,95.7,,,
m6,d6,95.7,,,
m6,d6,95.7,,,
m6,d6,95.7,,,
m6,d6,95.7,,,
m6,d6,95.7,,,
m6,d6,95.7,,,
m6,d6,95.7,,,
m6,d6,95.7,,,
m6,d6,95.7,,,
m6,d6,95.7,,,
m6,d6,95.7,,,
m6,d6,95.7,,,
m6,d6,95.7,,,
m6,d6,95.7,,,
m6,d6,95.7,,,
m6,d6,95.7,,,
m6,d6,95.7,,,
m6,d6,95.7,,,
m6,d6,95.7,,,
m6,d6,95.7,,,
m6,d6,95.7,,,
m6,d6,95.7,,,
m6,d6,95.7,,,
m6,d6,95.7,,,
m6,d6,95.7,,,
m6,d6,95.7,,,
m6,d6,95.7,,,
m6,d6,95.7,,,
m6,d6,95.7,,,
m6,d6,95.7,,,
m6,d6,95.7,,,
m6,d6,95.7,,,
m6,d6,95.7,,,
m6,d6,95.7,,,
m6,d6,95.7,,,
m6,d6,95.7,,,
m6,d6,95.7,,,
m6,d6,95.7,,,
m6,d6,95.7,,,
m6,d6,95.7,,,
m6,d6,95.7,,,
m6,d6,95.7,,,
m6,d6,95.7,,,
m6,d6,95.7,,,
m6,d6,95.7,,,
m6,d6,95.7,,,
m6,d6,95.7,,,
m6,d6,95.7,,,
m6,d6,95.7,,,
m6,d6,95.7,,,
m6,d6,95.7,,,
m6,d6,95.7,,,
m6,d6,95.7,,,
m6,d6,95.7,,,
m6,d6,95.7,,,
m6,d6,95.7,,,
m6,d6,95.7,,,
m6,d6,95.7,,,
m6,d6,95.7,,,
m6,d6,95.7,,,
m6,d6,95.7,,,
m6,d6,95.7,,,
m6,d6,95.7,,,
m6,d6,95.7,,,
m6,d6,95.7,,,
m6,d6,95.7,,,
m6,d6,95.7,,,
m6,d6,95.7,,,
m6,d6,95.7,,,
m6,d6,95.7,,,
m6,d6,95.7,,,
m6,d6,95.7,,,
m6,d6,95.7,,,
m6,d6,95.7,,,
m6,d6,95.7,,,
m6,d6,95.7,,,
m6,d6,95.7,,,
m6,d6,95.7,,,
d6,d6,95.32,,,
d6,d6,95.32,,,
d6,d6,95.32,,,
d6,d6,95.32,,,
d6,d6,95.32,,,
d6,d6,95.32,,,
d6,d6,95.32,,,
d6,d6,95.32,,,
d6,d6,95.32,,,
d6,d6,95.32,,,
d6,d6,95.32,,,
d6,d6,95.32,,,
d6,d6,95.32,,,
d6,d6,95.32,,,
d6,d6,95.32,,,
d6,d6,95.32,,,
d6,d6,95.32,,,
d6,d6,95.32,,,
d6,d6,95.32,,,
d6,d6,95.32,,,
d6,d6,95.32,,,
d6,d6,95.32,,,
d6,d6,95.32,,,
d6,d6,95.32,,,
d6,d6,95.32,,,
d6,d6,95.32,,,
d6,d6,95.32,,,
d6,d6,95.32,,,
d6,d6,95.32,,,
d6,d6,95.32,,,
d6,d6,95.32,,,
d6,d6,95.32,,,
d6,d6,95.32,,,
d6,d6,95.32,,,
d6,d6,95.32,,,
d6,d6,95.32,,,
d6,d6,95.32,,,
d6,d6,95.32,,,
d6,d6,95.32,,,
d6,d6,95.32,,,
d6,d6,95.32,,,
d6,d6,95.32,,,
d6,d6,95.32,,,
o6,d6,95.32,,,
o6,d6,95.32,,,
o6,d6,95.32,,,
o6,d6,95.32,,,
o6,d6,95.32,,,
o6,d6,95.32,,,
o6,d6,95.32,,,
o6,d6,95.32,,,
o6,d6,95.32,,,
o6,d6,95.32,,,
o6,d6,95.32,,,
o6,d6,95.32,,,
o6,d6,95.32,,,
o6,d6,95.32,,,
o6,d6,95.32,,,
o6,d6,95.32,,,
o6,d6,95.32,,,
o6,d6,95.32,,,
o6,d6,95.32,,,
o6,d6,95.32,,,
o6,d6,95.32,,,
o6,d6,95.32,,,
o6,d6,95.32,,,
o6,d6,95.32,,,
o6,d6,95.32,,,
o6,d6,95.32,,,
o6,d6,95.32,,,
o6,d6,95.32,,,
o6,d6,95.32,,,
o6,d6,95.32,,,
o6,d6,95.32,,,
o6,d6,95.32,,,
o6,d6,95.32,,,
m6,d6,95.32,,,
m6,d6,95.32,,,
m6,d6,95.32,,,
m6,d6,95.32,,,
m6,d6,95.32,,,
m6,d6,95.32,,,
m6,d6,95.32,,,
m6,d6,95.32,,,
m6,d6,95.32,,,
m6,d6,95.32,,,
m6,d6,95.32,,,
m6,d6,95.32,,,
m6,d6,95.32,,,
m6,d6,95.32,,,
m6,d6,95.32,,,
m6,d6,95.32,,,
m6,d6,95.32,,,
m6,d6,95.32,,,
m6,d6,95.32,,,
m6,d6,95.32,,,
m6,d6,95.32,,,
m6,d6,95.32,,,
m6,d6,95.32,,,
m6,d6,95.32,,,
o13,d6,95.32,,,
o13,d6,95.32,,,
d10,d6,95.32,,,
o13,d6,95.32,,,
o13,d6,95.32,,,
o10,d6,95.32,,,
d6,d6,94.94,,,
d6,d6,94.94,,,
d6,d6,94.94,,,
d6,d6,94.94,,,
d6,d6,94.94,,,
d6,d6,94.94,,,
d6,d6,94.94,,,
d6,d6,94.94,,,
d6,d6,94.94,,,
d6,d6,94.94,,,
d6,d6,94.94,,,
d6,d6,94.94,,,
d6,d6,94.94,,,
d6,d6,94.94,,,
d6,d6,94.94,,,
d6,d6,94.94,,,
d6,d6,94.94,,,
d6,d6,94.94,,,
d6,d6,94.94,,,
d6,d6,94.94,,,
d6,d6,94.94,,,
d6,d6,94.94,,,
d6,d6,94.94,,,
d6,d6,94.94,,,
d6,d6,94.94,,,
d6,d6,94.94,,,
d6,d6,94.94,,,
d6,d6,94.94,,,
d6,d6,94.94,,,
d6,d6,94.94,,,
d6,d6,94.94,,,
d6,d6,94.94,,,
d6,d6,94.94,,,
d6,d6,94.94,,,
d6,d6,94.94,,,
d6,d6,94.94,,,
d6,d6,94.94,,,
d6,d6,94.94,,,
d6,d6,94.94,,,
d6,d6,94.94,,,
d6,d6,94.94,,,
d6,d6,94.94,,,
d6,d6,94.94,,,
d6,d6,94.94,,,
d6,d6,94.94,,,
d6,d6,94.94,,,
d6,d6,94.94,,,
o6,d6,94.94,,,
o6,d6,94.94,,,
o6,d6,94.94,,,
