bin,avg_rep,total,best_sequence,best_success_prob,safest_sequence
50-59,54.5,92,o20|t16|d12,0.10618690367474039,obull|o17|ibull
50-59,54.5,93,t19|d18,0.11617078103111543,obull|o18|ibull
50-59,54.5,94,t20|d17,0.09307945775238963,obull|t19|d6
50-59,54.5,95,t19|d19,0.11617078103111543,obull|o20|ibull
50-59,54.5,96,t20|d18,0.09307945775238963,t20|d18
50-59,54.5,97,t19|d20,0.104981884057971,t19|d20
50-59,54.5,98,t20|d19,0.09307945775238963,t20|d19
50-59,54.5,99,t19|o6|d18,0.0548194607289455,t19|o6|d18
50-59,54.5,100,t20|d20,0.08411458333333333,t20|d20
50-59,54.5,101,o20|t19|d12,0.08448784074990213,obull|d19|d19
50-59,54.5,102,o18|t16|d18,0.06889877577954899,o18|t16|d18
50-59,54.5,103,o19|t16|d18,0.06889877577954899,o19|t16|d18
50-59,54.5,104,o20|t16|d18,0.10618690367474039,o20|t16|d18
50-59,54.5,105,t19|o12|d18,0.0548194607289455,t19|o12|d18
50-59,54.5,106,o20|t18|d16,0.05730027548209366,o20|t18|d16
50-59,54.5,107,o19|t16|d20,0.062262844636358415,o19|t16|d20
50-59,54.5,108,o20|t16|d20,0.09595959595959595,o20|t16|d20
50-59,54.5,109,t19|o20|d16,0.08036890645586298,t19|o20|d16
50-59,54.5,110,o20|t20|d15,0.0677374337979492,o20|t20|d15
50-59,54.5,111,t19|o18|d18,0.0548194607289455,t19|o18|d18
50-59,54.5,112,t20|o20|d16,0.06443511198945981,t20|o20|d16
50-59,54.5,113,o20|t19|d18,0.08448784074990213,o20|t19|d18
50-59,54.5,114,t19|o19|d19,0.0548194607289455,t19|o19|d19
50-59,54.5,115,ibull|obull|d20,0.09365939326616345,ibull|obull|d20
50-59,54.5,116,t20|o20|d18,0.0677374337979492,t20|o20|d18
50-59,54.5,117,o20|t19|d20,0.07635046113306983,o20|t19|d20
50-59,54.5,118,o20|t20|d19,0.0677374337979492,o20|t20|d19
50-59,54.5,119,o19|t20|d20,0.03969256345567849,o19|t20|d20
50-59,54.5,120,t20|o20|d20,0.061213356389986824,t20|o20|d20
50-59,54.5,121,obull|t20|d18,0.060308465623771526,obull|t20|d18
50-59,54.5,122,obull|t19|d20,0.06802033981194276,obull|t19|d20
50-59,54.5,123,t19|t16|d9,0.0484044920962981,t19|t16|d9
50-59,54.5,124,o20|t18|ibull,0.03760330578512397,o20|t18|ibull
50-59,54.5,125,ibull|obull|ibull,0.06469892297991554,ibull|obull|ibull
50-59,54.5,126,t20|t16|d9,0.03878310739682901,t20|t16|d9
50-59,54.5,127,o20|t19|ibull,0.05274209486166008,o20|t19|ibull
50-59,54.5,128,o18|t20|ibull,0.02741920501872527,o18|t20|ibull
50-59,54.5,129,t19|t16|d12,0.0484044920962981,t19|t16|d12
50-59,54.5,130,t20|o20|ibull,0.04228554224308301,t20|o20|ibull
50-59,54.5,131,t17|d20|d20,0.023594771241830063,t17|d20|d20
50-59,54.5,132,obull|t19|ibull,0.046987734738513094,obull|t19|ibull
50-59,54.5,133,t19|d19|d19,0.04070819126606236,t19|d19|d19
50-59,54.5,134,t18|d20|d20,0.0237020202020202,t18|d20|d20
50-59,54.5,135,obull|t20|ibull,0.03764795959581685,obull|t20|ibull
50-59,54.5,136,t20|t12|d20,0.016280523821034877,t20|t12|d20
50-59,54.5,137,t19|d20|d20,0.033244263285024146,t19|d20|d20
50-59,54.5,138,t19|t19|d12,0.03851313936357631,t19|t19|d12
50-59,54.5,139,t20|t19|d11,0.030857863711390036,t20|t19|d11
50-59,54.5,140,t20|d20|d20,0.026643455615942026,t20|d20|d20
50-59,54.5,141,t20|t19|d12,0.030857863711390036,t20|t19|d12
50-59,54.5,142,t20|ibull|d16,0.019368489583333332,t20|ibull|d16
50-59,54.5,143,t19|t18|d16,0.026119894598155464,t19|t18|d16
50-59,54.5,144,t20|t16|d18,0.03878310739682901,t20|t16|d18
50-59,54.5,145,t20|t19|d14,0.030857863711390036,t20|t19|d14
50-59,54.5,146,t19|t19|d16,0.03663555450535601,t19|t19|d16
50-59,54.5,147,t19|t20|d15,0.030857863711390036,t19|t20|d15
50-59,54.5,148,t20|t16|d20,0.03504774305555556,t20|t16|d20
50-59,54.5,149,t20|t19|d16,0.029353487318840576,t20|t19|d16
50-59,54.5,150,t19|t19|d18,0.03851313936357631,ibull|ibull|ibull
50-59,54.5,151,t19|t18|d20,0.02481389986824769,t19|t18|d20
50-59,54.5,152,t20|t20|d16,0.023518880208333332,t20|t20|d16
50-59,54.5,153,t20|t19|d18,0.030857863711390036,t20|t19|d18
50-59,54.5,154,t19|t19|d20,0.03480377678008821,t19|t19|d20
50-59,54.5,155,t20|t19|d19,0.030857863711390036,t20|t19|d19
50-59,54.5,156,t20|t20|d18,0.024724230965478492,t20|t20|d18
50-59,54.5,157,t20|t19|d20,0.027885812952898548,t20|t19|d20
50-59,54.5,158,t20|t20|d19,0.024724230965478492,t20|t20|d19
50-59,54.5,159,,,
50-59,54.5,160,t20|t20|d20,0.022342936197916666,t20|t20|d20
50-59,54.5,161,t19|t18|ibull,0.017141180830039522,t19|t18|ibull
50-59,54.5,162,,,
50-59,54.5,163,,,
50-59,54.5,164,t19|t19|ibull,0.024042082644139883,t19|t19|ibull
50-59,54.5,165,,,
50-59,54.5,166,,,
50-59,54.5,167,t20|t19|ibull,0.01926322605298913,t20|t19|ibull
50-59,54.5,168,,,
50-59,54.5,169,,,
50-59,54.5,170,t20|t20|ibull,0.01543426513671875,t20|t20|ibull
60-69,64.5,2,d1,0.05714285714285714,d1
60-69,64.5,3,o1|d1,0.03333333333333333,o1|d1
60-69,64.5,4,o2|d1,0.1872555840167565,d2
60-69,64.5,5,o1|o2|d1,0.10923242400977463,o1|o2|d1
60-69,64.5,6,d3,0.3762195776837112,d3
60-69,64.5,7,o1|d3,0.21946142031549823,o1|d3
60-69,64.5,8,o4|o2|d1,0.2560724909620695,d4
60-69,64.5,9,i3|d3,0.19898336074038983,i3|d3
60-69,64.5,10,o5|o1|d2,0.16667404767716337,d5
60-69,64.5,11,i3|o4|d2,0.09179668559022985,i3|o4|d2
60-69,64.5,12,d6,0.3762195776837112,d6
60-69,64.5,13,o1|d6,0.21946142031549823,o1|d6
60-69,64.5,14,d7,0.3762195776837112,d7
60-69,64.5,15,i3|d6,0.19898336074038983,i3|d6
60-69,64.5,16,d8,0.2222222222222222,d8
60-69,64.5,17,o5|d6,0.19898336074038983,o5|d6
60-69,64.5,18,d9,0.3762195776837112,d9
60-69,64.5,19,o7|d6,0.19898336074038983,i3|d8
60-69,64.5,20,o10|d5,0.22314537587470856,d10
60-69,64.5,21,o1|o10|d5,0.13016813592691334,o12|o1|d4
60-69,64.5,22,d11,0.3762195776837112,d11
60-69,64.5,23,o17|d3,0.19898336074038983,o17|d3
60-69,64.5,24,d12,0.3762195776837112,d12
60-69,64.5,25,o1|d12,0.21946142031549823,o1|d12
60-69,64.5,26,d13,0.3762195776837112,d13
60-69,64.5,27,i3|d12,0.19898336074038983,i3|d12
60-69,64.5,28,d14,0.3762195776837112,d14
60-69,64.5,29,o5|d12,0.19898336074038983,o5|d12
60-69,64.5,30,d15,0.3762195776837112,d15
60-69,64.5,31,o7|d12,0.19898336074038983,o7|d12
60-69,64.5,32,d16,0.3333333333333333,d16
60-69,64.5,33,o1|d16,0.19444444444444445,o1|d16
60-69,64.5,34,d17,0.3762195776837112,d17
60-69,64.5,35,i3|d16,0.1763007319337996,i3|d16
60-69,64.5,36,d18,0.3762195776837112,d18
60-69,64.5,37,o13|d12,0.19898336074038983,o17|o10|d5
60-69,64.5,38,d19,0.3762195776837112,d19
60-69,64.5,39,i3|d18,0.19898336074038983,i3|d18
60-69,64.5,40,d20,0.31666666666666665,d20
60-69,64.5,41,o5|d18,0.19898336074038983,o5|d18
60-69,64.5,42,o6|d18,0.19898336074038983,o6|d18
60-69,64.5,43,o19|d12,0.19898336074038983,o19|d12
60-69,64.5,44,o18|d13,0.19898336074038983,o18|d13
60-69,64.5,45,o13|d16,0.1763007319337996,o13|d16
60-69,64.5,46,o10|d18,0.19898336074038983,o10|d18
60-69,64.5,47,o19|d14,0.19898336074038983,o19|d14
60-69,64.5,48,i16|d16,0.1763007319337996,i16|d16
60-69,64.5,49,o17|d16,0.1763007319337996,o17|d16
60-69,64.5,50,ibull,0.21875,ibull
60-69,64.5,51,o19|d16,0.1763007319337996,o19|d16
60-69,64.5,52,o20|d16,0.24242424242424243,o20|d16
60-69,64.5,53,o17|d18,0.19898336074038983,i3|ibull
60-69,64.5,54,o18|d18,0.19898336074038983,o4|ibull
60-69,64.5,55,o15|d20,0.16748569533710964,o15|d20
60-69,64.5,56,o20|d18,0.27361423831542636,t16|d4
60-69,64.5,57,o17|d20,0.16748569533710964,o17|d20
60-69,64.5,58,o18|d20,0.16748569533710964,o18|d20
60-69,64.5,59,o19|d20,0.16748569533710964,t19|d1
60-69,64.5,60,o20|d20,0.2303030303030303,o20|d20
60-69,64.5,61,obull|d18,0.25806209972149696,t7|d20
60-69,64.5,62,o10|o20|d16,0.12821871413367245,o10|o20|d16
60-69,64.5,63,o13|ibull,0.115697355331556,o13|ibull
60-69,64.5,64,o14|o18|d16,0.12612482811092018,t16|d8
60-69,64.5,65,obull|d20,0.21721268578029532,obull|d20
60-69,64.5,66,t16|d9,0.15675815736821302,ibull|d8
60-69,64.5,67,o17|ibull,0.115697355331556,o17|ibull
60-69,64.5,68,o20|i16|d16,0.12821871413367245,o20|i16|d16
60-69,64.5,69,t19|d6,0.12472496868862165,t19|d6
60-69,64.5,70,o20|ibull,0.1590909090909091,o20|ibull
60-69,64.5,71,o17|o18|d18,0.11452002449314133,o17|o18|d18
60-69,64.5,72,o20|o20|d16,0.1763085399449036,o20|o20|d16
60-69,64.5,73,o19|o18|d18,0.10524273642353403,o19|o18|d18
60-69,64.5,74,o14|o20|d20,0.12180777842698882,o14|o20|d20
60-69,64.5,75,obull|ibull,0.15004823688770402,obull|ibull
60-69,64.5,76,t16|d14,0.15675815736821302,t16|d14
60-69,64.5,77,o19|o18|d20,0.08858355202912138,o19|o18|d20
60-69,64.5,78,o18|o20|d20,0.12180777842698882,o18|o20|d20
60-69,64.5,79,t19|d11,0.12472496868862165,t19|d11
60-69,64.5,80,o20|o20|d20,0.17575757575757575,o20|o20|d20
60-69,64.5,81,t19|d12,0.12472496868862165,t19|d12
60-69,64.5,82,obull|o17|d20,0.11488426646511748,obull|o17|d20
60-69,64.5,83,o17|t16|d9,0.08290973364182909,o17|t16|d9
60-69,64.5,84,t16|d18,0.15675815736821302,t16|d18
60-69,64.5,85,t19|d14,0.12472496868862165,t19|d14
60-69,64.5,86,ibull|d18,0.08229803261831183,ibull|d18
60-69,64.5,87,t17|d18,0.08852225357263793,t17|d18
60-69,64.5,88,t16|d20,0.13194444444444445,t16|d20
60-69,64.5,89,t19|d16,0.11050724637681159,t19|d16
60-69,64.5,90,obull|obull|d20,0.14899373957017675,obull|obull|d20
60-69,64.5,91,obull|t16|d9,0.10752587488395708,obull|t16|d9
60-69,64.5,92,o20|t16|d12,0.11400593263142765,obull|o17|ibull
60-69,64.5,93,t19|d18,0.12472496868862165,obull|o18|ibull
60-69,64.5,94,t20|d17,0.0999333253222358,obull|t19|d6
60-69,64.5,95,t19|d19,0.12472496868862165,obull|o20|ibull
60-69,64.5,96,o20|d19|d19,0.10293903318728002,o20|d19|d19
60-69,64.5,97,t19|d20,0.104981884057971,t19|d20
60-69,64.5,98,t20|d19,0.0999333253222358,t20|d19
60-69,64.5,99,t19|o6|d18,0.06596730981067271,t19|o6|d18
60-69,64.5,100,t20|d20,0.08411458333333333,t20|d20
60-69,64.5,101,obull|d19|d19,0.09708801417339336,obull|d19|d19
60-69,64.5,102,o18|t16|d18,0.08290973364182909,o18|t16|d18
60-69,64.5,103,o19|t16|d18,0.08290973364182909,o19|t16|d18
60-69,64.5,104,o20|t16|d18,0.11400593263142765,o20|t16|d18
60-69,64.5,105,t19|o12|d18,0.06596730981067271,t19|o12|d18
60-69,64.5,106,o20|t18|d16,0.05730027548209366,o20|t18|d16
60-69,64.5,107,o19|t16|d20,0.06978570639046235,o19|t16|d20
60-69,64.5,108,o20|t16|d20,0.09595959595959595,o20|t16|d20
60-69,64.5,109,t19|o20|d16,0.08036890645586298,t19|o20|d16
60-69,64.5,110,o20|t20|d15,0.07272525186203163,o20|t20|d15
60-69,64.5,111,t19|o18|d18,0.06596730981067271,t19|o18|d18
60-69,64.5,112,t20|o20|d16,0.06443511198945981,t20|o20|d16
60-69,64.5,113,o20|t19|d18,0.09070906813717938,o20|t19|d18
60-69,64.5,114,t19|o19|d19,0.06596730981067271,t19|o19|d19
60-69,64.5,115,obull|ibull|d20,0.09102639165222708,obull|ibull|d20
60-69,64.5,116,t20|o20|d18,0.07272525186203163,t20|o20|d18
60-69,64.5,117,o20|t19|d20,0.07635046113306983,o20|t19|d20
60-69,64.5,118,o20|t20|d19,0.07272525186203163,o20|t20|d19
60-69,64.5,119,o19|t20|d20,0.04448838782391974,o19|t20|d20
60-69,64.5,120,t20|o20|d20,0.061213356389986824,t20|o20|d20
60-69,64.5,121,obull|t20|d18,0.06854774523852264,obull|t20|d18
60-69,64.5,122,obull|t19|d20,0.07201072735107616,obull|t19|d20
60-69,64.5,123,t19|t16|d9,0.05196873695359236,t19|t16|d9
60-69,64.5,124,o20|t18|ibull,0.03760330578512397,o20|t18|ibull
60-69,64.5,125,obull|t20|d20,0.05769711966039095,obull|t20|d20
60-69,64.5,126,t20|t16|d9,0.041638885550931586,t20|t16|d9
60-69,64.5,127,o20|t19|ibull,0.05274209486166008,o20|t19|ibull
60-69,64.5,128,o18|t20|ibull,0.030732110009944563,o18|t20|ibull
60-69,64.5,129,t19|t16|d12,0.05196873695359236,t19|t16|d12
60-69,64.5,130,t20|o20|ibull,0.04228554224308301,t20|o20|ibull
60-69,64.5,131,t19|t14|d16,0.02688488950612023,t19|t14|d16
60-69,64.5,132,obull|t19|ibull,0.04974425244646709,obull|t19|ibull
60-69,64.5,133,t19|d19|d19,0.046923975046647345,t19|d19|d19
60-69,64.5,134,t18|d20|d20,0.0237020202020202,t18|d20|d20
60-69,64.5,135,obull|t20|ibull,0.03985656292329638,obull|t20|ibull
60-69,64.5,136,t20|t12|d20,0.020463918457066313,t20|t12|d20
60-69,64.5,137,t19|d20|d20,0.033244263285024146,t19|d20|d20
60-69,64.5,138,t19|t19|d12,0.04134903853264087,t19|t19|d12
60-69,64.5,139,t20|t19|d11,0.03313006980791512,t20|t19|d11
60-69,64.5,140,t20|d20|d20,0.026643455615942026,t20|d20|d20
60-69,64.5,141,t20|t19|d12,0.03313006980791512,t20|t19|d12
60-69,64.5,142,t20|t14|d20,0.020463918457066313,t20|t14|d20
60-69,64.5,143,t19|t18|d16,0.026119894598155464,t19|t18|d16
60-69,64.5,144,t20|t16|d18,0.041638885550931586,t20|t16|d18
60-69,64.5,145,t20|t19|d14,0.03313006980791512,t20|t19|d14
60-69,64.5,146,t19|t19|d16,0.03663555450535601,t19|t19|d16
60-69,64.5,147,t19|t20|d15,0.03313006980791512,t19|t20|d15
60-69,64.5,148,t20|t16|d20,0.03504774305555556,t20|t16|d20
60-69,64.5,149,t20|t19|d16,0.029353487318840576,t20|t19|d16
60-69,64.5,150,t19|t19|d18,0.04134903853264087,ibull|ibull|ibull
60-69,64.5,151,t19|t18|d20,0.02481389986824769,t19|t18|d20
60-69,64.5,152,t20|t20|d16,0.023518880208333332,t20|t20|d16
60-69,64.5,153,t20|t19|d18,0.03313006980791512,t20|t19|d18
60-69,64.5,154,t19|t19|d20,0.03480377678008821,t19|t19|d20
60-69,64.5,155,t20|t19|d19,0.03313006980791512,t20|t19|d19
60-69,64.5,156,t20|t20|d18,0.02654478953871888,t20|t20|d18
60-69,64.5,157,t20|t19|d20,0.027885812952898548,t20|t19|d20
60-69,64.5,158,t20|t20|d19,0.02654478953871888,t20|t20|d19
60-69,64.5,159,,,
60-69,64.5,160,t20|t20|d20,0.022342936197916666,t20|t20|d20
60-69,64.5,161,t19|t18|ibull,0.017141180830039522,t19|t18|ibull
60-69,64.5,162,,,
60-69,64.5,163,,,
60-69,64.5,164,t19|t19|ibull,0.024042082644139883,t19|t19|ibull
60-69,64.5,165,,,
60-69,64.5,166,,,
60-69,64.5,167,t20|t19|ibull,0.01926322605298913,t20|t19|ibull
60-69,64.5,168,,,
60-69,64.5,169,,,
60-69,64.5,170,t20|t20|ibull,0.01543426513671875,t20|t20|ibull
70-79,74.5,2,d1,0.05714285714285714,d1
70-79,74.5,3,i1|d1,0.03348100394832344,i1|d1
70-79,74.5,4,o2|d1,0.17150848091643667,d2
70-79,74.5,5,i1|o2|d1,0.10048983221784802,i1|o2|d1
70-79,74.5,6,d3,0.40202237324077916,d3
70-79,74.5,7,i1|d3,0.23555197165130556,i1|d3
70-79,74.5,8,o4|o2|d1,0.23851730918596126,d4
70-79,74.5,9,i3|d3,0.23555197165130556,i3|d3
70-79,74.5,10,d5,0.125,d5
70-79,74.5,11,i3|d4,0.08788763536434904,i3|d4
70-79,74.5,12,d6,0.40202237324077916,d6
70-79,74.5,13,i1|d6,0.23555197165130556,i1|d6
70-79,74.5,14,d7,0.40202237324077916,d7
70-79,74.5,15,i3|d6,0.23555197165130556,i3|d6
70-79,74.5,16,d8,0.2222222222222222,d8
70-79,74.5,17,o5|d6,0.23555197165130556,o5|d6
70-79,74.5,18,d9,0.40202237324077916,d9
70-79,74.5,19,o7|d6,0.23555197165130556,i3|d8
70-79,74.5,20,o6|d7,0.23555197165130556,d10
70-79,74.5,21,o5|d8,0.13020390424348005,o12|i1|d4
70-79,74.5,22,d11,0.40202237324077916,d11
70-79,74.5,23,o17|d3,0.23555197165130556,o17|d3
70-79,74.5,24,d12,0.40202237324077916,d12
70-79,74.5,25,i1|d12,0.23555197165130556,i1|d12
70-79,74.5,26,d13,0.40202237324077916,d13
70-79,74.5,27,i3|d12,0.23555197165130556,i3|d12
70-79,74.5,28,d14,0.40202237324077916,d14
70-79,74.5,29,o5|d12,0.23555197165130556,o5|d12
70-79,74.5,30,d15,0.40202237324077916,d15
70-79,74.5,31,o7|d12,0.23555197165130556,o7|d12
70-79,74.5,32,d16,0.3333333333333333,d16
70-79,74.5,33,i1|d16,0.19530585636522008,i1|d16
70-79,74.5,34,d17,0.40202237324077916,d17
70-79,74.5,35,i3|d16,0.19530585636522008,i3|d16
70-79,74.5,36,d18,0.40202237324077916,d18
70-79,74.5,37,o13|d12,0.23555197165130556,o17|o10|d5
70-79,74.5,38,d19,0.40202237324077916,d19
70-79,74.5,39,i3|d18,0.23555197165130556,i3|d18
70-79,74.5,40,d20,0.31666666666666665,d20
70-79,74.5,41,o5|d18,0.23555197165130556,o5|d18
70-79,74.5,42,o6|d18,0.23555197165130556,o6|d18
70-79,74.5,43,o19|d12,0.23555197165130556,o19|d12
70-79,74.5,44,o18|d13,0.23555197165130556,o18|d13
70-79,74.5,45,o13|d16,0.19530585636522008,o13|d16
70-79,74.5,46,o10|d18,0.23555197165130556,o10|d18
70-79,74.5,47,o19|d14,0.23555197165130556,o19|d14
70-79,74.5,48,i16|d16,0.19530585636522008,i16|d16
70-79,74.5,49,o17|d16,0.19530585636522008,o17|d16
70-79,74.5,50,ibull,0.21875,ibull
70-79,74.5,51,o19|d16,0.19530585636522008,o19|d16
70-79,74.5,52,o20|d16,0.24242424242424243,o20|d16
70-79,74.5,53,o17|d18,0.23555197165130556,i3|ibull
70-79,74.5,54,o18|d18,0.23555197165130556,o4|ibull
70-79,74.5,55,o15|d20,0.18554056354695908,o15|d20
70-79,74.5,56,o20|d18,0.29237990781147577,t16|d4
70-79,74.5,57,o17|d20,0.18554056354695908,o17|d20
70-79,74.5,58,o18|d20,0.18554056354695908,o18|d20
70-79,74.5,59,o19|d20,0.18554056354695908,t19|d1
70-79,74.5,60,o20|d20,0.2303030303030303,o20|d20
70-79,74.5,61,obull|d18,0.2910421055144634,t7|d20
70-79,74.5,62,o10|o20|d16,0.14204062281106916,o10|o20|d16
70-79,74.5,63,o13|ibull,0.12816946823967568,o13|ibull
70-79,74.5,64,o14|o18|d16,0.13983524512256665,t8|d20
70-79,74.5,65,obull|d20,0.2292492645868616,obull|d20
70-79,74.5,66,t16|d9,0.167509322183658,ibull|d8
70-79,74.5,67,o17|o18|d16,0.12078366072438362,o17|o18|d16
70-79,74.5,68,o20|i16|d16,0.14204062281106916,o20|i16|d16
70-79,74.5,69,t19|d6,0.13327915634612786,t19|d6
70-79,74.5,70,o20|ibull,0.1590909090909091,o20|ibull
70-79,74.5,71,o17|o18|d18,0.14567320179937737,o17|o18|d18
70-79,74.5,72,o20|o20|d16,0.1763085399449036,o20|o20|d16
70-79,74.5,73,o19|o18|d18,0.13801403862562284,o19|o18|d18
70-79,74.5,74,o14|o20|d20,0.1349385916705157,o14|o20|d20
70-79,74.5,75,obull|ibull,0.15836297882645045,obull|ibull
