bin,avg_rep,total,best_sequence,best_success_prob,safest_sequence
90-99,94.5,156,t20|t20|d18,0.032006465258440045,t20|t20|d18
90-99,94.5,157,t20|t19|d20,0.027885812952898548,t20|t19|d20
90-99,94.5,158,t20|t20|d19,0.032006465258440045,t20|t20|d19
90-99,94.5,159,,,
90-99,94.5,160,t20|t20|d20,0.022342936197916666,t20|t20|d20
90-99,94.5,161,t19|t18|ibull,0.017141180830039522,t19|t18|ibull
90-99,94.5,162,,,
90-99,94.5,163,,,
90-99,94.5,164,t19|t19|ibull,0.024042082644139883,t19|t19|ibull
90-99,94.5,165,,,
90-99,94.5,166,,,
90-99,94.5,167,t20|t19|ibull,0.01926322605298913,t20|t19|ibull
90-99,94.5,168,,,
90-99,94.5,169,,,
90-99,94.5,170,t20|t20|ibull,0.01543426513671875,t20|t20|ibull
100-109,104.5,2,d1,0.05714285714285714,d1
100-109,104.5,3,i1|d1,0.0432550679416254,i1|d1
100-109,104.5,4,o2|d1,0.12426717161547723,d2
100-109,104.5,5,i1|o2|d1,0.09406573664496909,i1|o2|d1
100-109,104.5,6,d3,0.47943075991198286,d3
100-109,104.5,7,i1|d3,0.36291167663271345,i1|d3
100-109,104.5,8,d4,0.15,d4
100-109,104.5,9,i3|d3,0.36291167663271345,i3|d3
100-109,104.5,10,d5,0.125,d5
100-109,104.5,11,i3|d4,0.11354455334676666,i3|d4
100-109,104.5,12,d6,0.47943075991198286,d6
100-109,104.5,13,i1|d6,0.36291167663271345,i1|d6
100-109,104.5,14,d7,0.47943075991198286,d7
100-109,104.5,15,i3|d6,0.36291167663271345,i3|d6
100-109,104.5,16,d8,0.2222222222222222,d8
100-109,104.5,17,o5|d6,0.36291167663271345,o5|d6
100-109,104.5,18,d9,0.47943075991198286,d9
100-109,104.5,19,o7|d6,0.36291167663271345,i3|d8
100-109,104.5,20,o6|d7,0.36291167663271345,d10
100-109,104.5,21,t5|d3,0.2120158425255852,o12|i1|d4
100-109,104.5,22,d11,0.47943075991198286,d11
100-109,104.5,23,o17|d3,0.36291167663271345,o17|d3
100-109,104.5,24,d12,0.47943075991198286,d12
100-109,104.5,25,i1|d12,0.36291167663271345,i1|d12
100-109,104.5,26,d13,0.47943075991198286,d13
100-109,104.5,27,i3|d12,0.36291167663271345,i3|d12
100-109,104.5,28,d14,0.47943075991198286,d14
100-109,104.5,29,o5|d12,0.36291167663271345,o5|d12
100-109,104.5,30,d15,0.47943075991198286,d15
100-109,104.5,31,o7|d12,0.36291167663271345,o7|d12
100-109,104.5,32,d16,0.3333333333333333,d16
100-109,104.5,33,i1|d16,0.25232122965948145,i1|d16
100-109,104.5,34,d17,0.47943075991198286,d17
100-109,104.5,35,i3|d16,0.25232122965948145,i3|d16
100-109,104.5,36,d18,0.47943075991198286,d18
100-109,104.5,37,o13|d12,0.36291167663271345,o17|d10
100-109,104.5,38,d19,0.47943075991198286,d19
100-109,104.5,39,i3|d18,0.36291167663271345,i3|d18
100-109,104.5,40,d20,0.31666666666666665,d20
100-109,104.5,41,o5|d18,0.36291167663271345,o5|d18
100-109,104.5,42,o6|d18,0.36291167663271345,o6|d18
100-109,104.5,43,o19|d12,0.36291167663271345,o19|d12
100-109,104.5,44,o18|d13,0.36291167663271345,o18|d13
100-109,104.5,45,o13|d16,0.25232122965948145,o13|d16
100-109,104.5,46,o10|d18,0.36291167663271345,o10|d18
100-109,104.5,47,o19|d14,0.36291167663271345,o19|d14
100-109,104.5,48,i16|d16,0.25232122965948145,i16|d16
100-109,104.5,49,o17|d16,0.25232122965948145,o17|d16
100-109,104.5,50,o18|d16,0.25232122965948145,ibull
100-109,104.5,51,o19|d16,0.25232122965948145,o19|d16
100-109,104.5,52,i20|d16,0.25232122965948145,i20|d16
100-109,104.5,53,o17|d18,0.36291167663271345,i3|ibull
100-109,104.5,54,o18|d18,0.36291167663271345,o4|ibull
100-109,104.5,55,o15|d20,0.2397051681765074,o15|d20
100-109,104.5,56,i20|d18,0.36291167663271345,t16|d4
100-109,104.5,57,o17|d20,0.2397051681765074,o17|d20
100-109,104.5,58,o18|d20,0.2397051681765074,o18|d20
100-109,104.5,59,o19|d20,0.2397051681765074,t19|d1
100-109,104.5,60,i20|d20,0.2397051681765074,i20|d20
100-109,104.5,61,obull|d18,0.40175137105913666,t7|d20
100-109,104.5,62,t12|d13,0.2120158425255852,t12|d13
100-109,104.5,63,t13|d12,0.2120158425255852,t13|d12
100-109,104.5,64,t14|d11,0.2120158425255852,t8|d20
100-109,104.5,65,obull|d20,0.2653590010065605,obull|d20
100-109,104.5,66,t10|d18,0.2120158425255852,ibull|d8
100-109,104.5,67,o17|o18|d16,0.19318566245783936,o17|o18|d16
100-109,104.5,68,o18|o18|d16,0.1909980088106184,o18|o18|d16
100-109,104.5,69,t15|d12,0.2120158425255852,t15|d12
100-109,104.5,70,i20|o18|d16,0.1909980088106184,i20|o18|d16
100-109,104.5,71,o17|o18|d18,0.2778574468687853,o17|o18|d18
100-109,104.5,72,d18|d18,0.22985385354978136,d18|d18
100-109,104.5,73,o19|o18|d18,0.27471096151725116,o19|o18|d18
100-109,104.5,74,o14|i20|d20,0.18144810837008746,o14|i20|d20
100-109,104.5,75,t15|d15,0.2120158425255852,obull|ibull
100-109,104.5,76,d19|d19,0.22985385354978136,d19|d19
100-109,104.5,77,o19|o18|d20,0.18144810837008749,o19|o18|d20
100-109,104.5,78,i20|o18|d20,0.18144810837008749,i20|o18|d20
100-109,104.5,79,o19|i20|d20,0.18352637933494736,o19|i20|d20
100-109,104.5,80,i20|i20|d20,0.18801106931175038,i20|i20|d20
100-109,104.5,81,t15|d18,0.2120158425255852,t15|d18
100-109,104.5,82,obull|o17|d20,0.2008671283055608,obull|o17|d20
100-109,104.5,83,o17|t16|d9,0.15121319859696394,o17|t16|d9
100-109,104.5,84,t16|d18,0.19976281662999287,t16|d18
100-109,104.5,85,t19|d14,0.15894171931864648,t19|d14
100-109,104.5,86,ibull|d18,0.10487547873074625,ibull|d18
100-109,104.5,87,t17|d18,0.11280723762634891,t17|d18
100-109,104.5,88,i16|t16|d12,0.15121319859696394,i16|t16|d12
100-109,104.5,89,t19|d16,0.11050724637681159,t19|d16
100-109,104.5,90,obull|obull|d20,0.22236441920589406,obull|obull|d20
100-109,104.5,91,obull|t16|d9,0.16739640460797361,obull|t16|d9
100-109,104.5,92,i20|d18|d18,0.1739910209089536,obull|o17|ibull
100-109,104.5,93,t19|d18,0.15894171931864648,obull|o18|ibull
100-109,104.5,94,o18|d19|d19,0.1739910209089536,obull|t19|d6
100-109,104.5,95,t19|d19,0.15894171931864648,obull|i20|ibull
100-109,104.5,96,i20|d19|d19,0.1739910209089536,i20|d19|d19
100-109,104.5,97,o19|d19|d20,0.11937356302092117,o19|d19|d20
100-109,104.5,98,t20|d19,0.12734879560162043,t20|d19
100-109,104.5,99,t19|o6|d18,0.12031311018801913,t19|o6|d18
100-109,104.5,100,t20|d20,0.08411458333333333,t20|d20
100-109,104.5,101,obull|d19|d19,0.1926119651225629,obull|d19|d19
100-109,104.5,102,o18|t16|d18,0.15121319859696394,o18|t16|d18
100-109,104.5,103,o19|t16|d18,0.15121319859696394,o19|t16|d18
100-109,104.5,104,i20|t16|d18,0.15121319859696394,i20|t16|d18
100-109,104.5,105,t19|o12|d18,0.12031311018801913,t19|o12|d18
100-109,104.5,106,t20|o10|d18,0.09642479976753898,t20|o10|d18
100-109,104.5,107,t19|o14|d18,0.12031311018801913,t19|o14|d18
100-109,104.5,108,t19|o15|d18,0.12031311018801913,t19|o15|d18
100-109,104.5,109,t20|o13|d18,0.09639841410556452,t20|o13|d18
100-109,104.5,110,i20|t20|d15,0.09645118542951346,i20|t20|d15
100-109,104.5,111,t19|o18|d18,0.12031311018801913,t19|o18|d18
100-109,104.5,112,t20|i16|d18,0.09639841410556452,t20|i16|d18
100-109,104.5,113,i20|t19|d18,0.12031311018801913,i20|t19|d18
100-109,104.5,114,t19|o19|d19,0.12031311018801913,t19|o19|d19
100-109,104.5,115,i20|t19|d19,0.12031311018801913,obull|ibull|d20
100-109,104.5,116,t20|i20|d18,0.09645118542951346,t20|i20|d18
100-109,104.5,117,i20|t19|d20,0.07946747423242907,i20|t19|d20
100-109,104.5,118,i20|t20|d19,0.09645118542951346,i20|t20|d19
100-109,104.5,119,t19|t12|d13,0.0702878608372864,t19|t12|d13
100-109,104.5,120,t20|i20|d20,0.06370654104801257,t20|i20|d20
100-109,104.5,121,obull|t20|d18,0.10671520793758317,obull|t20|d18
100-109,104.5,122,obull|t19|d20,0.08797227750760973,obull|t19|d20
100-109,104.5,123,t19|t16|d9,0.06622571638276938,t19|t16|d9
100-109,104.5,124,t20|t14|d11,0.05631670817085857,t20|t14|d11
100-109,104.5,125,obull|t20|d20,0.07048598464236763,obull|t20|d20
100-109,104.5,126,t19|t15|d12,0.0702878608372864,t19|t15|d12
100-109,104.5,127,i20|t19|ibull,0.054895294700033244,i20|t19|ibull
100-109,104.5,128,o18|t20|ibull,0.04398372997482172,o18|t20|ibull
100-109,104.5,129,t19|d18|d18,0.07620154927465576,t19|d18|d18
100-109,104.5,130,t20|i20|ibull,0.04400780796079816,t20|i20|ibull
100-109,104.5,131,t19|t14|d16,0.04886896900412364,t19|t14|d16
100-109,104.5,132,obull|t19|ibull,0.06077032327828304,obull|t19|ibull
100-109,104.5,133,t19|d19|d19,0.07620154927465576,t19|d19|d19
100-109,104.5,134,t20|t14|d16,0.0391552600012548,t20|t14|d16
100-109,104.5,135,obull|t20|ibull,0.048690976233214486,obull|t20|ibull
100-109,104.5,136,t20|t12|d20,0.03719749700119206,t20|t12|d20
100-109,104.5,137,t19|d20|d20,0.033244263285024146,t19|d20|d20
100-109,104.5,138,t19|t19|d12,0.0526926352088991,t19|t19|d12
100-109,104.5,139,t19|t14|d20,0.04642552055391746,t19|t14|d20
100-109,104.5,140,t20|d20|d20,0.026643455615942026,t20|d20|d20
100-109,104.5,141,t20|t15|d18,0.05631670817085857,t20|t15|d18
100-109,104.5,142,t20|t14|d20,0.03719749700119206,t20|t14|d20
100-109,104.5,143,t19|t18|d16,0.026119894598155464,t19|t18|d16
100-109,104.5,144,t20|t16|d18,0.053061998167341855,t20|t16|d18
100-109,104.5,145,t20|t19|d14,0.04221889419401547,t20|t19|d14
100-109,104.5,146,t19|t19|d16,0.03663555450535601,t19|t19|d16
100-109,104.5,147,t19|t20|d15,0.04221889419401547,t19|t20|d15
100-109,104.5,148,t20|t16|d20,0.03504774305555556,t20|t16|d20
100-109,104.5,149,t20|t19|d16,0.029353487318840576,t20|t19|d16
100-109,104.5,150,t19|t19|d18,0.0526926352088991,ibull|ibull|ibull
100-109,104.5,151,t19|t18|d20,0.02481389986824769,t19|t18|d20
100-109,104.5,152,t20|t20|d16,0.023518880208333332,t20|t20|d16
100-109,104.5,153,t20|t19|d18,0.04221889419401547,t20|t19|d18
100-109,104.5,154,t19|t19|d20,0.03480377678008821,t19|t19|d20
100-109,104.5,155,t20|t19|d19,0.04221889419401547,t20|t19|d19
100-109,104.5,156,t20|t20|d18,0.03382702383168043,t20|t20|d18
100-109,104.5,157,t20|t19|d20,0.027885812952898548,t20|t19|d20
100-109,104.5,158,t20|t20|d19,0.03382702383168043,t20|t20|d19
100-109,104.5,159,,,
100-109,104.5,160,t20|t20|d20,0.022342936197916666,t20|t20|d20
100-109,104.5,161,t19|t18|ibull,0.017141180830039522,t19|t18|ibull
100-109,104.5,162,,,
100-109,104.5,163,,,
100-109,104.5,164,t19|t19|ibull,0.024042082644139883,t19|t19|ibull
100-109,104.5,165,,,
100-109,104.5,166,,,
100-109,104.5,167,t20|t19|ibull,0.01926322605298913,t20|t19|ibull
100-109,104.5,168,,,
100-109,104.5,169,,,
100-109,104.5,170,t20|t20|ibull,0.01543426513671875,t20|t20|ibull
110+,115.0,2,d1,0.05714285714285714,d1
110+,115.0,3,i1|d1,0.046675990339281076,i1|d1
110+,115.0,4,o2|d1,0.10773271336014142,d2
110+,115.0,5,i1|o2|d1,0.08799929404039375,i1|o2|d1
110+,115.0,6,d3,0.5065236952469042,d3
110+,115.0,7,i1|d3,0.41374366435432547,i1|d3
110+,115.0,8,d4,0.15,d4
110+,115.0,9,i3|d3,0.41374366435432547,i3|d3
110+,115.0,10,d5,0.125,d5
110+,115.0,11,i3|d4,0.12252447464061283,i3|d4
110+,115.0,12,d6,0.5065236952469042,d6
110+,115.0,13,i1|d6,0.41374366435432547,i1|d6
110+,115.0,14,d7,0.5065236952469042,d7
110+,115.0,15,i3|d6,0.41374366435432547,i3|d6
110+,115.0,16,d8,0.2222222222222222,d8
110+,115.0,17,o5|d6,0.41374366435432547,o5|d6
110+,115.0,18,d9,0.5065236952469042,d9
110+,115.0,19,o7|d6,0.41374366435432547,i3|d8
110+,115.0,20,o6|d7,0.41374366435432547,d10
110+,115.0,21,t5|d3,0.25044826634522277,o12|i1|d4
110+,115.0,22,d11,0.5065236952469042,d11
110+,115.0,23,o17|d3,0.41374366435432547,o17|d3
110+,115.0,24,d12,0.5065236952469042,d12
110+,115.0,25,i1|d12,0.41374366435432547,i1|d12
110+,115.0,26,d13,0.5065236952469042,d13
110+,115.0,27,i3|d12,0.41374366435432547,i3|d12
110+,115.0,28,d14,0.5065236952469042,d14
110+,115.0,29,o5|d12,0.41374366435432547,o5|d12
110+,115.0,30,d15,0.5065236952469042,d15
110+,115.0,31,o7|d12,0.41374366435432547,o7|d12
110+,115.0,32,d16,0.3333333333333333,d16
110+,115.0,33,i1|d16,0.27227661031247297,i1|d16
110+,115.0,34,d17,0.5065236952469042,d17
110+,115.0,35,i3|d16,0.27227661031247297,i3|d16
110+,115.0,36,d18,0.5065236952469042,d18
110+,115.0,37,o13|d12,0.41374366435432547,o17|d10
110+,115.0,38,d19,0.5065236952469042,d19
110+,115.0,39,i3|d18,0.41374366435432547,i3|d18
110+,115.0,40,d20,0.31666666666666665,d20
110+,115.0,41,o5|d18,0.41374366435432547,o5|d18
110+,115.0,42,o6|d18,0.41374366435432547,o6|d18
110+,115.0,43,o19|d12,0.41374366435432547,o19|d12
110+,115.0,44,o18|d13,0.41374366435432547,o18|d13
110+,115.0,45,o13|d16,0.27227661031247297,o13|d16
110+,115.0,46,o10|d18,0.41374366435432547,o10|d18
110+,115.0,47,o19|d14,0.41374366435432547,o19|d14
110+,115.0,48,i16|d16,0.27227661031247297,i16|d16
110+,115.0,49,o17|d16,0.27227661031247297,o17|d16
110+,115.0,50,o18|d16,0.27227661031247297,ibull
110+,115.0,51,o19|d16,0.27227661031247297,o19|d16
110+,115.0,52,i20|d16,0.27227661031247297,i20|d16
110+,115.0,53,o17|d18,0.41374366435432547,i3|ibull
110+,115.0,54,o18|d18,0.41374366435432547,o4|ibull
110+,115.0,55,o15|d20,0.2586627797968493,o15|d20
110+,115.0,56,i20|d18,0.41374366435432547,t16|d4
110+,115.0,57,o17|d20,0.2586627797968493,o17|d20
110+,115.0,58,o18|d20,0.2586627797968493,o18|d20
110+,115.0,59,o19|d20,0.2586627797968493,t19|d1
110+,115.0,60,i20|d20,0.2586627797968493,i20|d20
110+,115.0,61,obull|d18,0.4446703413185184,t7|d20
110+,115.0,62,t12|d13,0.25044826634522277,t12|d13
110+,115.0,63,t13|d12,0.25044826634522277,t13|d12
110+,115.0,64,t14|d11,0.25044826634522277,t8|d20
110+,115.0,65,obull|d20,0.2779974087534551,obull|d20
110+,115.0,66,t10|d18,0.25044826634522277,ibull|d8
110+,115.0,67,o17|o18|d16,0.22364629871176617,o17|o18|d16
110+,115.0,68,o18|o18|d16,0.2224036575697508,o18|o18|d16
110+,115.0,69,t15|d12,0.25044826634522277,t15|d12
110+,115.0,70,i20|o18|d16,0.2224036575697508,i20|o18|d16
110+,115.0,71,o17|o18|d18,0.3398464489553303,o17|o18|d18
110+,115.0,72,d18|d18,0.2565662538465787,d18|d18
110+,115.0,73,o19|o18|d18,0.3379581674059719,o19|o18|d18
110+,115.0,74,o14|i20|d20,0.21128347469126324,o14|i20|d20
110+,115.0,75,t15|d15,0.25044826634522277,obull|ibull
110+,115.0,76,d19|d19,0.2565662538465787,d19|d19
110+,115.0,77,o19|o18|d20,0.21128347469126327,o19|o18|d20
110+,115.0,78,i20|o18|d20,0.21128347469126327,i20|o18|d20
110+,115.0,79,o19|i20|d20,0.21246398377617784,o19|i20|d20
110+,115.0,80,i20|i20|d20,0.2150113981173093,i20|i20|d20
110+,115.0,81,t15|d18,0.25044826634522277,t15|d18
110+,115.0,82,obull|o17|d20,0.22707657639312526,obull|o17|d20
110+,115.0,83,o17|t16|d9,0.17239319348096893,o17|t16|d9
110+,115.0,84,t16|d18,0.2110515396862101,t16|d18
110+,115.0,85,o19|t16|d9,0.17239319348096893,o19|t16|d9
110+,115.0,86,o18|o18|ibull,0.14595240028014897,ibull|d18
110+,115.0,87,o17|i20|ibull,0.14595240028014894,o17|i20|ibull
110+,115.0,88,i16|t16|d12,0.17239319348096893,i16|t16|d12
110+,115.0,89,o19|i20|ibull,0.14676788352959652,o19|i20|ibull
110+,115.0,90,obull|obull|d20,0.24405018717990187,obull|obull|d20
110+,115.0,91,obull|t16|d9,0.18527930888271602,obull|t16|d9
110+,115.0,92,i20|d18|d18,0.20957096975374778,obull|o17|ibull
110+,115.0,93,t19|d18,0.16792361635902803,obull|o18|ibull
110+,115.0,94,o18|d19|d19,0.20957096975374778,obull|t19|d6
110+,115.0,95,t19|d19,0.16792361635902803,obull|i20|ibull
110+,115.0,96,i20|d19|d19,0.20957096975374778,i20|d19|d19
110+,115.0,97,o19|d19|d20,0.13419922079596242,o19|d19|d20
110+,115.0,98,t20|d19,0.13454535654995894,t20|d19
110+,115.0,99,t19|i6|d18,0.13716501916094487,t19|i6|d18
110+,115.0,100,i20|d20|d20,0.08642129369221029,i20|d20|d20
110+,115.0,101,obull|d19|d19,0.2252360644513581,obull|d19|d19
110+,115.0,102,o18|t16|d18,0.17239319348096893,o18|t16|d18
110+,115.0,103,o19|t16|d18,0.17239319348096893,o19|t16|d18
110+,115.0,104,i20|t16|d18,0.17239319348096893,i20|t16|d18
110+,115.0,105,t19|i12|d18,0.13716501916094487,t19|i12|d18
110+,115.0,106,t20|o10|d18,0.10992167081488143,t20|o10|d18
110+,115.0,107,t19|i14|d18,0.13716501916094487,t19|i14|d18
110+,115.0,108,t19|i15|d18,0.13716501916094487,t19|i15|d18
110+,115.0,109,t20|o13|d18,0.10990066084411772,t20|o13|d18
110+,115.0,110,i20|t20|d15,0.10994268078564513,i20|t20|d15
110+,115.0,111,t19|i18|d18,0.13716501916094487,t19|i18|d18
110+,115.0,112,t20|i16|d18,0.1099006608441177,t20|i16|d18
110+,115.0,113,i20|t19|d18,0.13716501916094487,i20|t19|d18
110+,115.0,114,t19|i19|d19,0.13716501916094487,t19|i19|d19
110+,115.0,115,i20|t19|d19,0.13716501916094487,obull|ibull|d20
110+,115.0,116,t20|i20|d18,0.10994268078564513,t20|i20|d18
110+,115.0,117,i20|t19|d20,0.08575233460656417,i20|t19|d20
110+,115.0,118,i20|t20|d19,0.10994268078564513,i20|t20|d19
110+,115.0,119,t19|t12|d13,0.08302904482097058,t19|t12|d13
110+,115.0,120,t20|i20|d20,0.06873357075983783,t20|i20|d20
110+,115.0,121,obull|t20|d18,0.11811555941273144,obull|t20|d18
110+,115.0,122,obull|t19|d20,0.09216218442369978,obull|t19|d20
110+,115.0,123,t19|t16|d9,0.06996817348292834,t19|t16|d9
110+,115.0,124,t20|t14|d11,0.0665253207479498,t20|t14|d11
110+,115.0,125,obull|t20|d20,0.0738430617001365,obull|t20|d20
110+,115.0,126,t19|t15|d12,0.08302904482097058,t19|t15|d12
110+,115.0,127,i20|t19|ibull,0.05923681009006078,i20|t19|ibull
110+,115.0,128,t20|o18|ibull,0.04746228021560198,t20|o18|ibull
110+,115.0,129,t19|d18|d18,0.08505729067739837,t19|d18|d18
110+,115.0,130,t20|t10|d20,0.04159006136902508,t20|t10|d20
110+,115.0,131,t19|t14|d16,0.054639789872349534,t19|t14|d16
110+,115.0,132,obull|t19|ibull,0.06366466687163472,obull|t19|ibull
110+,115.0,133,t19|d19|d19,0.08505729067739837,t19|d19|d19
110+,115.0,134,t20|t14|d16,0.04377901196739482,t20|t14|d16
110+,115.0,135,obull|t20|ibull,0.051010009727067984,obull|t20|ibull
110+,115.0,136,t20|t12|d20,0.04159006136902508,t20|t12|d20
110+,115.0,137,t19|d20|d20,0.033244263285024146,t19|d20|d20
110+,115.0,138,t19|t19|d12,0.05567032933641689,t19|t19|d12
110+,115.0,139,t19|t14|d20,0.05190780037873206,t19|t14|d20
110+,115.0,140,t20|d20|d20,0.026643455615942026,t20|d20|d20
110+,115.0,141,t20|t15|d18,0.0665253207479498,t20|t15|d18
110+,115.0,142,t20|t14|d20,0.04159006136902508,t20|t14|d20
110+,115.0,143,t19|t18|d16,0.026119894598155464,t19|t18|d16
110+,115.0,144,t20|t16|d18,0.05606056522914956,t20|t16|d18
110+,115.0,145,t20|t19|d14,0.04460471059536682,t20|t19|d14
110+,115.0,146,t19|t19|d16,0.03663555450535601,t19|t19|d16
110+,115.0,147,t19|t20|d15,0.04460471059536682,t19|t20|d15
110+,115.0,148,t20|t20|d14,0.03573861033358284,t20|t20|d14
110+,115.0,149,t20|t19|d16,0.029353487318840576,t20|t19|d16
110+,115.0,150,t19|t19|d18,0.05567032933641689,ibull|ibull|ibull
110+,115.0,151,t19|t18|d20,0.02481389986824769,t19|t18|d20
110+,115.0,152,t20|t20|d16,0.023518880208333332,t20|t20|d16
110+,115.0,153,t20|t19|d18,0.04460471059536682,t20|t19|d18
110+,115.0,154,t19|t19|d20,0.03480377678008821,t19|t19|d20
110+,115.0,155,t20|t19|d19,0.04460471059536682,t20|t19|d19
110+,115.0,156,t20|t20|d18,0.03573861033358284,t20|t20|d18
110+,115.0,157,t20|t19|d20,0.027885812952898548,t20|t19|d20
110+,115.0,158,t20|t20|d19,0.03573861033358284,t20|t20|d19
110+,115.0,159,,,
110+,115.0,160,t20|t20|d20,0.022342936197916666,t20|t20|d20
110+,115.0,161,t19|t18|ibull,0.017141180830039522,t19|t18|ibull
110+,115.0,162,,,
110+,115.0,163,,,
110+,115.0,164,t19|t19|ibull,0.024042082644139883,t19|t19|ibull
110+,115.0,165,,,
110+,115.0,166,,,
110+,115.0,167,t20|t19|ibull,0.01926322605298913,t20|t19|ibull
110+,115.0,168,,,
110+,115.0,169,,,
110+,115.0,170,t20|t20|ibull,0.01543426513671875,t20|t20|ibull
